,#,player,team,age,gp,w,l,min,"pts
off to","2nd
pts",fbps,pitp,"opp pts
off to","opp
2nd pts","opp
fbps","opp
pitp",blk,blka,pf,pfd,season
171,166,Jerome Kersey,SAS,38,72,46,26,18.2,0.7,0.5,0.7,1.1,5.8,5.0,4.6,12.8,0.7,0.2,2.2,0.2,'99-00
172,166,Kenny Thomas,HOU,22,72,33,39,24.9,1.4,1.7,0.4,4.1,9.9,7.7,7.6,21.0,0.3,0.9,2.3,0.3,'99-00
173,166,Luc Longley,PHX,31,72,45,27,19.7,1.0,0.9,0.2,3.4,7.3,5.7,5.5,14.8,0.6,0.5,3.1,0.2,'99-00
174,166,Metta World Peace,CHI,20,72,16,56,31.1,2.0,1.7,1.2,5.0,12.6,7.9,8.8,24.6,0.5,0.9,2.2,0.2,'99-00
175,166,Nick Anderson,SAC,32,72,41,31,29.1,1.9,1.2,1.7,3.1,12.0,8.5,11.3,25.0,0.2,0.3,1.6,0.3,'99-00
176,177,Chris Childs,NYK,32,71,42,29,23.6,1.1,0.4,0.4,1.0,7.8,6.0,4.4,13.7,0.1,0.2,3.4,0.5,'99-00
177,177,Darrick Martin,SAC,29,71,39,32,12.6,1.0,0.4,0.9,2.1,4.4,3.8,4.5,10.8,0.0,0.3,1.3,0.2,'99-00
178,177,Jason Caffey,GSW,27,71,16,55,30.4,2.0,2.3,1.5,7.7,10.7,9.7,10.5,28.1,0.3,1.1,3.8,0.3,'99-00
179,177,Michael Ruffin,CHI,23,71,15,56,13.7,0.3,0.9,0.1,1.5,6.5,3.6,3.8,10.0,0.4,0.3,2.4,0.1,'99-00
180,177,Richard Hamilton,WAS,22,71,24,47,19.3,1.6,1.1,1.5,2.8,6.7,5.6,6.2,15.6,0.1,0.6,2.0,0.1,'99-00
181,177,Samaki Walker,SAS,24,71,48,23,13.8,0.6,1.3,0.2,2.7,4.3,4.1,3.6,11.4,0.5,0.5,1.5,0.1,'99-00
182,177,Sean Rooks,DAL,30,71,37,34,14.1,0.9,0.9,0.2,2.3,5.0,4.9,4.6,12.8,0.7,0.3,2.4,0.2,'99-00
183,177,Terrell Brandon,MIN,30,71,43,28,36.5,3.3,1.4,2.9,3.7,10.8,9.1,9.9,28.8,0.4,0.4,2.2,0.4,'99-00
184,185,Allen Iverson,PHI,25,70,42,28,40.8,6.5,2.6,6.1,10.8,12.4,10.9,11.0,32.3,0.1,1.9,2.3,0.5,'99-00
185,185,Jermaine O'Neal,POR,21,70,51,19,12.2,0.8,1.3,0.4,2.6,4.3,3.6,3.5,8.9,0.8,0.4,1.8,0.0,'99-00
186,185,Larry Johnson,NYK,31,70,43,27,32.6,1.5,0.8,1.0,5.4,10.3,7.9,7.2,21.5,0.1,0.5,2.9,0.1,'99-00
187,188,Bruce Bowen,MIA,29,69,37,32,12.6,0.6,0.3,0.5,1.0,4.2,3.1,2.6,8.6,0.2,0.1,1.7,0.2,'99-00
188,188,Bryant Reeves,VAN,27,69,20,49,25.7,1.1,1.8,0.3,5.3,9.7,7.0,9.0,22.7,0.6,0.8,3.6,0.3,'99-00
189,188,Cedric Ceballos,DAL,30,69,33,36,29.9,3.0,2.6,3.3,7.9,9.7,10.8,10.4,27.0,0.3,1.3,2.4,0.2,'99-00
190,188,Dan Majerle,MIA,34,69,44,25,33.5,1.6,0.9,1.2,1.6,10.8,8.6,8.3,23.6,0.2,0.2,2.3,0.4,'99-00
191,188,Dickey Simpkins,CHI,28,69,16,53,24.0,0.7,0.9,0.4,2.7,10.1,6.0,6.2,19.9,0.3,0.6,3.1,0.5,'99-00
192,188,John Crotty,DET,30,69,36,33,13.6,1.0,0.4,0.6,1.3,5.0,4.1,3.3,9.7,0.1,0.3,1.5,0.1,'99-00
193,188,Rod Strickland,WAS,33,69,23,46,31.7,1.7,1.1,2.1,5.2,12.7,8.9,10.5,27.8,0.3,0.6,2.1,0.1,'99-00
194,195,Antonio Daniels,SAS,25,68,45,23,17.5,1.5,0.4,2.1,2.7,5.3,4.5,4.2,12.8,0.1,0.2,1.1,0.3,'99-00
195,195,Eric Williams,BOS,27,68,30,38,20.3,1.1,0.9,0.6,2.8,6.8,5.5,6.0,16.5,0.2,0.4,2.4,0.4,'99-00
196,195,Erick Strickland,DAL,26,68,36,32,29.8,2.2,0.9,2.6,3.4,9.4,10.7,9.1,26.9,0.2,0.7,2.8,1.0,'99-00
197,195,Ron Mercer,ORL,24,68,34,34,34.9,3.1,1.4,3.6,5.6,12.6,10.5,10.3,31.1,0.3,1.0,2.2,0.4,'99-00
198,195,Scott Williams,MIL,32,68,34,34,21.9,1.0,2.4,0.8,4.1,7.4,6.1,6.7,16.4,1.0,0.4,3.4,0.4,'99-00
199,195,Terry Porter,SAS,37,68,43,25,23.7,1.7,0.6,1.8,2.0,7.5,6.2,4.8,15.9,0.1,0.3,1.2,0.2,'99-00
200,195,Tyrone Hill,PHI,32,68,41,27,31.7,2.0,2.8,1.6,7.6,9.4,8.3,8.6,24.4,0.4,1.2,3.6,0.2,'99-00
201,202,Calbert Cheaney,BOS,28,67,29,38,19.5,0.6,0.5,0.4,1.2,6.9,4.8,5.4,15.6,0.2,0.1,2.4,0.2,'99-00
202,202,Dell Curry,TOR,36,67,38,29,16.4,1.8,0.6,1.4,0.4,5.0,4.6,5.9,13.7,0.1,0.1,1.0,0.0,'99-00
203,202,Eddie Robinson,CHH,24,67,40,27,16.6,1.8,0.8,2.5,3.3,5.6,5.1,4.7,14.4,0.4,0.0,1.0,0.1,'99-00
204,202,Jason Kidd,PHX,27,67,44,23,39.0,3.1,1.2,3.1,4.8,13.9,11.8,9.9,29.9,0.4,0.4,2.2,0.3,'99-00
205,202,Vinny Del Negro,MIL,33,67,33,34,18.1,0.7,0.3,0.9,0.8,5.9,5.2,5.7,14.6,0.0,0.2,1.2,0.1,'99-00
206,202,Will Perdue,CHI,34,67,11,56,15.1,0.5,0.6,0.1,1.7,6.8,4.0,4.8,12.7,0.6,0.3,1.9,0.3,'99-00
207,208,Arvydas Sabonis,POR,35,66,50,16,25.5,1.3,1.7,0.1,5.9,7.8,6.9,7.5,18.5,1.2,0.4,2.8,0.2,'99-00
208,208,Bonzi Wells,POR,23,66,49,17,17.6,1.7,1.2,1.8,4.5,6.3,5.3,4.0,12.3,0.2,0.5,2.3,0.1,'99-00
209,208,Dennis Scott,VAN,31,66,18,48,19.2,1.3,0.6,0.7,0.6,7.4,5.0,5.8,16.4,0.1,0.3,1.6,0.1,'99-00
210,208,Jim McIlvaine,NJN,27,66,25,41,15.9,0.5,1.0,0.1,1.7,5.2,5.0,5.0,12.4,1.8,0.3,3.1,0.6,'99-00
211,208,Kobe Bryant,LAL,21,66,55,11,38.2,4.5,2.2,3.7,9.3,10.4,10.6,10.0,28.4,0.9,0.8,3.3,0.2,'99-00
212,208,Sam Mitchell,MIN,36,66,39,27,18.6,1.3,0.5,1.1,1.8,6.1,5.4,5.2,14.6,0.2,0.2,1.8,0.2,'99-00
213,214,Brevin Knight,CLE,24,65,27,38,27.1,1.8,0.6,1.5,2.9,11.3,8.2,7.3,21.5,0.3,0.4,2.8,0.5,'99-00
214,214,Felipe Lopez,VAN,25,65,16,49,12.0,1.1,0.9,1.3,2.6,4.8,3.4,3.9,11.3,0.3,0.5,1.4,0.2,'99-00
215,214,Kelvin Cato,HOU,25,65,28,37,24.3,1.3,1.6,1.1,5.8,9.0,7.2,7.1,20.3,1.9,0.5,2.7,0.3,'99-00
216,214,Matt Geiger,PHI,30,65,41,24,21.6,1.6,2.4,1.1,4.8,7.1,5.3,6.0,16.5,0.3,0.4,3.0,0.2,'99-00
217,218,Derek Anderson,LAC,25,64,7,57,34.4,3.1,1.7,2.8,5.6,13.4,9.8,11.2,35.8,0.2,0.6,2.3,0.5,'99-00
218,218,Donyell Marshall,GSW,27,64,14,50,32.4,2.7,3.1,2.2,6.1,11.9,10.6,10.3,29.0,1.1,0.9,2.8,0.1,'99-00
219,220,Brian Grant,POR,28,63,46,17,21.0,1.1,1.8,0.4,4.2,6.7,6.3,4.7,14.5,0.4,0.7,2.6,0.1,'99-00
220,220,Chucky Brown,CHH,32,63,42,21,17.4,0.8,0.7,0.8,1.3,5.5,5.6,4.2,13.5,0.3,0.1,1.8,0.1,'99-00
221,220,Danny Ferry,CLE,33,63,25,38,21.1,1.0,1.0,0.6,0.5,8.4,7.4,4.4,15.9,0.4,0.1,2.9,0.3,'99-00
222,220,Travis Knight,LAL,25,63,51,12,6.5,0.2,0.5,0.1,0.9,2.7,1.5,1.9,4.9,0.4,0.2,1.4,0.1,'99-00
223,224,Adam Keefe,UTA,30,62,41,21,9.8,0.5,0.4,0.3,1.4,4.1,2.0,2.5,6.5,0.2,0.3,1.5,0.1,'99-00
224,224,Billy Owens,GSW,31,62,30,32,21.0,1.2,1.5,0.7,3.1,6.2,6.3,5.8,16.5,0.3,0.4,2.7,0.1,'99-00
225,224,Gerard King,WAS,27,62,23,39,17.1,1.1,1.0,0.4,2.5,5.9,4.1,4.8,14.5,0.2,0.3,2.1,0.2,'99-00
226,224,Jon Barry,SAC,30,62,36,26,20.6,1.8,0.7,2.1,1.8,6.7,6.1,6.5,18.1,0.1,0.4,1.7,0.4,'99-00
227,224,Kerry Kittles,NJN,26,62,29,33,30.6,2.8,0.9,2.2,3.9,9.6,9.8,9.7,28.0,0.3,0.4,1.9,0.1,'99-00
228,224,Maurice Taylor,LAC,23,62,10,52,35.9,1.9,1.8,1.0,7.6,14.2,10.6,10.8,36.4,0.8,0.9,3.5,0.6,'99-00
229,224,Patrick Ewing,NYK,37,62,39,23,32.8,1.6,2.7,0.6,7.9,10.6,7.6,7.7,22.5,1.4,0.8,3.2,0.2,'99-00
230,224,Troy Hudson,LAC,24,62,12,50,25.7,1.5,0.5,1.4,2.5,10.8,8.8,8.2,27.7,0.0,0.3,1.0,0.4,'99-00
231,232,Cedric Henderson,CLE,25,61,25,36,18.1,1.1,0.6,1.7,2.6,7.5,4.9,4.8,13.7,0.3,0.4,1.6,0.2,'99-00
232,232,Hersey Hawkins,CHI,33,61,12,49,26.6,1.3,0.9,0.6,2.1,11.2,8.0,7.6,23.2,0.2,0.4,2.4,0.2,'99-00
233,232,Tariq Abdul-Wahad,DEN,25,61,27,34,25.8,2.5,1.8,3.3,5.5,9.2,7.5,9.3,21.2,0.5,0.5,2.4,0.1,'99-00
234,232,Walter McCarty,BOS,26,61,26,35,14.4,0.8,0.6,0.5,0.7,5.6,4.2,3.8,11.0,0.4,0.1,1.4,0.2,'99-00
235,236,Anfernee Hardaway,PHX,28,60,42,18,37.5,3.4,1.9,2.8,7.1,13.2,11.0,9.1,28.2,0.6,0.8,2.7,0.3,'99-00
236,236,Elliot Perry,NJN,31,60,22,38,13.4,1.4,0.2,1.4,1.3,3.6,4.3,3.9,11.8,0.0,0.3,0.8,0.2,'99-00
237,236,Greg Foster,SEA,31,60,34,26,11.9,0.3,0.6,0.1,0.5,3.9,3.7,2.9,9.1,0.3,0.1,1.8,0.1,'99-00
238,236,Isaiah Rider,ATL,29,60,23,37,34.8,2.5,1.8,3.8,5.1,12.4,9.6,12.4,29.6,0.1,0.8,2.2,0.3,'99-00
239,236,John Wallace,NYK,26,60,34,26,13.3,1.2,0.9,0.3,3.0,4.8,3.0,2.9,7.7,0.2,0.4,1.7,0.0,'99-00
240,241,Ike Austin,WAS,30,59,19,40,19.8,0.9,1.2,0.5,2.8,7.5,5.6,6.5,16.5,0.6,0.5,2.2,0.3,'99-00
241,241,Marcus Camby,NYK,26,59,38,21,26.2,1.8,2.3,1.1,6.6,7.9,7.3,5.5,17.4,2.0,0.4,3.5,0.3,'99-00
242,241,Randy Brown,CHI,32,59,12,47,27.5,1.1,0.5,1.1,1.7,12.4,6.8,8.6,24.5,0.3,0.5,2.0,0.3,'99-00
243,241,Stacey Augmon,POR,31,59,42,17,11.7,0.6,0.9,0.5,2.0,4.6,3.7,3.3,9.2,0.2,0.2,1.2,0.1,'99-00
244,241,William Avery,MIN,20,59,37,22,8.1,0.4,0.2,0.3,0.6,3.1,2.8,2.4,6.5,0.0,0.2,1.0,0.0,'99-00
245,246,Jelani McCoy,SEA,22,58,32,26,12.9,1.0,1.1,1.0,3.4,4.1,4.1,3.3,10.3,0.8,0.3,2.2,0.1,'99-00
246,246,Jud Buechler,DET,32,58,30,28,11.3,0.5,0.3,0.4,0.5,3.7,3.1,3.0,7.8,0.3,0.0,0.9,0.1,'99-00
247,246,LaPhonso Ellis,ATL,30,58,18,40,22.6,1.2,1.6,1.5,3.3,7.3,7.2,6.9,19.1,0.4,0.4,2.3,0.1,'99-00
248,246,Mark Strickland,MIA,29,58,36,22,11.4,0.6,0.7,1.2,3.3,4.1,3.1,3.1,8.3,0.3,0.2,1.2,0.1,'99-00
249,246,Todd Day,PHX,30,58,36,22,16.3,1.4,0.8,1.2,1.9,5.7,4.6,3.7,11.5,0.4,0.3,2.2,0.2,'99-00
250,251,Chris Carr,CHI,26,57,14,43,20.4,2.0,1.2,1.0,3.1,10.0,5.5,5.9,16.2,0.3,0.7,2.0,0.2,'99-00
251,251,Keith Closs,LAC,24,57,7,50,14.4,0.6,1.2,0.3,2.7,6.5,5.1,4.7,14.9,1.3,0.2,1.4,0.1,'99-00
252,251,Theo Ratliff,PHI,27,57,34,23,31.5,1.7,2.5,1.2,7.0,9.7,8.6,7.0,23.6,3.0,0.9,3.2,0.3,'99-00
253,254,Anthony Johnson,ORL,25,56,24,32,11.4,0.8,0.3,0.6,1.1,4.4,3.1,4.0,9.9,0.1,0.1,1.0,0.1,'99-00
254,254,Charles R. Jones,LAC,24,56,7,49,11.7,0.9,0.4,0.7,0.8,4.4,4.1,3.9,12.0,0.1,0.1,0.8,0.1,'99-00
255,254,Cherokee Parks,VAN,27,56,14,42,14.4,0.5,0.5,0.1,1.4,6.0,4.4,5.8,13.6,0.8,0.2,2.1,0.1,'99-00
256,254,Dean Garrett,MIN,33,56,32,24,10.8,0.3,0.6,0.1,1.0,3.8,3.1,2.8,9.0,0.7,0.2,1.7,0.1,'99-00
257,254,Matt Bullard,HOU,33,56,26,30,18.3,0.7,0.9,0.5,0.5,6.2,5.4,4.8,16.9,0.2,0.3,1.5,0.2,'99-00
258,254,Pete Chilcutt,LAC,31,56,22,34,10.8,0.3,0.4,0.1,0.6,3.8,4.2,3.8,10.7,0.2,0.1,1.3,0.1,'99-00
259,254,Steve Nash,DAL,26,56,31,25,27.4,1.1,0.5,1.2,1.9,8.0,9.7,7.7,24.1,0.1,0.2,2.2,0.4,'99-00
260,254,Todd MacCulloch,PHI,24,56,37,19,9.4,0.9,1.4,0.5,2.9,3.4,2.4,2.8,7.0,0.7,0.2,1.7,0.0,'99-00
261,254,Tom Hammonds,MIN,33,56,33,23,6.7,0.2,0.6,0.0,1.0,2.6,2.4,2.4,5.8,0.1,0.2,1.0,0.1,'99-00
262,254,Toni Kukoc,PHI,31,56,30,26,31.9,3.0,1.5,1.7,5.5,11.8,8.5,8.0,25.6,0.5,0.5,2.0,0.3,'99-00
263,264,Alvin Williams,TOR,25,55,29,26,14.1,0.9,0.4,1.2,1.4,4.4,4.1,6.2,12.0,0.2,0.2,1.4,0.1,'99-00
264,264,Brad Miller,CHH,24,55,35,20,17.5,1.3,2.3,0.9,4.4,5.8,5.0,5.3,14.3,0.6,1.0,2.0,0.4,'99-00
265,264,Chris Crawford,ATL,25,55,16,39,12.1,0.8,0.9,0.9,2.2,4.3,4.0,3.8,10.0,0.3,0.2,1.5,0.2,'99-00
266,264,Damon Jones,DAL,23,55,21,34,11.0,0.7,0.1,0.8,1.1,3.6,3.5,3.7,11.0,0.0,0.1,0.6,0.1,'99-00
267,264,Danny Fortson,BOS,24,55,24,31,15.6,1.1,3.1,0.5,4.5,5.9,3.4,4.5,12.5,0.1,0.7,3.3,0.3,'99-00
268,264,John Thomas,TOR,24,55,31,24,8.7,0.5,0.5,0.5,1.3,2.7,2.3,3.4,7.2,0.3,0.2,1.9,0.1,'99-00
269,270,Emanual Davis,SEA,31,54,31,23,13.0,0.5,0.2,0.7,0.9,4.6,4.1,3.0,9.8,0.1,0.3,1.3,0.1,'99-00
270,270,Tom Gugliotta,PHX,30,54,36,18,32.7,2.1,2.6,2.3,6.2,11.0,9.9,8.3,25.2,0.6,0.8,2.8,0.6,'99-00
271,270,Tyrone Corbin,SAC,37,54,25,29,17.5,0.9,0.8,0.5,1.2,6.3,5.4,5.8,15.0,0.1,0.3,1.8,0.0,'99-00
272,273,Carlos Rogers,HOU,29,53,16,37,20.8,1.5,2.2,1.3,5.8,8.8,6.6,5.9,19.7,0.6,0.4,1.5,0.2,'99-00
273,273,Milt Palacio,VAN,22,53,17,36,7.4,0.6,0.2,0.6,1.3,2.9,1.7,1.9,5.3,0.0,0.2,0.6,0.0,'99-00
274,273,Rex Chapman,PHX,32,53,32,21,18.1,1.1,0.5,0.9,1.2,6.3,5.4,4.7,13.7,0.0,0.2,1.3,0.4,'99-00
275,273,Voshon Lenard,MIA,27,53,34,19,27.1,2.3,1.3,1.2,2.4,9.0,7.3,6.2,18.7,0.3,0.5,2.4,0.2,'99-00
276,277,Ryan Bowen,DEN,24,52,24,28,11.3,0.6,0.9,0.6,1.6,4.0,3.8,3.6,8.8,0.3,0.2,1.8,0.2,'99-00
277,277,Sam Jacobson,GSW,24,52,15,37,13.0,0.8,0.8,0.4,1.6,4.3,3.9,3.9,11.1,0.1,0.2,2.2,0.1,'99-00
278,277,Tim Hardaway,MIA,33,52,35,17,32.1,1.8,1.1,2.4,2.6,10.0,8.9,8.0,23.5,0.1,0.3,2.2,0.2,'99-00
279,280,Eric Montross,DET,28,51,29,22,6.5,0.1,0.2,0.0,0.2,2.8,1.6,2.2,4.5,0.2,0.1,1.6,0.1,'99-00
280,280,Matt Maloney,CHI,28,51,14,37,23.1,1.1,0.5,0.3,1.0,9.5,6.8,5.3,17.6,0.1,0.3,0.8,0.1,'99-00
281,280,Oliver Miller,PHX,30,51,31,20,21.3,1.4,1.6,0.2,5.1,8.5,6.5,5.0,15.8,1.6,0.5,2.6,0.1,'99-00
282,280,Otis Thorpe,MIA,37,51,31,20,15.2,0.7,0.7,0.6,3.2,5.5,3.1,3.3,10.0,0.2,0.3,2.7,0.4,'99-00
283,280,Shawn Marion,PHX,22,51,37,14,24.8,2.5,2.2,2.1,5.7,9.2,7.0,6.3,18.9,1.0,0.5,2.2,0.3,'99-00
284,285,Al Harrington,IND,20,50,34,16,17.1,1.3,1.0,1.3,3.4,5.5,4.8,4.7,13.8,0.2,0.5,2.6,0.3,'99-00
285,285,Armen Gilliam,UTA,36,50,33,17,15.7,1.2,1.1,0.7,3.1,5.9,3.8,3.7,9.8,0.3,0.6,1.7,0.0,'99-00
286,287,Anthony Avent,LAC,30,49,11,38,7.7,0.3,0.4,0.0,1.0,3.2,2.9,3.0,8.0,0.3,0.2,1.3,0.0,'99-00
287,287,Devean George,LAL,22,49,40,9,7.0,0.6,0.5,0.2,1.3,2.9,1.8,1.9,5.3,0.1,0.2,1.1,0.0,'99-00
288,289,Corey Benjamin,CHI,22,48,8,40,18.0,1.8,1.1,0.9,2.8,7.6,4.9,4.0,12.5,0.5,0.3,2.5,0.1,'99-00
289,289,Doug Overton,BOS,30,48,23,25,8.9,0.5,0.4,0.5,0.7,2.8,2.4,2.5,7.3,0.0,0.2,1.0,0.0,'99-00
290,289,Greg Buckner,DAL,23,48,30,18,19.2,1.3,0.9,0.6,3.6,5.9,6.3,5.1,16.5,0.4,0.3,3.1,0.6,'99-00
291,289,Ricky Davis,CHH,20,48,26,22,11.9,0.7,0.8,1.2,2.3,4.8,4.4,3.9,11.6,0.2,0.2,0.8,0.0,'99-00
292,293,Chris Dudley,NYK,35,47,27,20,9.8,0.2,0.4,0.0,0.9,3.9,2.6,2.5,6.0,0.4,0.1,2.0,0.2,'99-00
293,293,Chris Mullin,IND,36,47,31,16,12.4,0.8,0.8,0.8,0.9,4.2,3.0,4.0,10.6,0.2,0.1,1.3,0.0,'99-00
294,293,Scott Padgett,UTA,24,47,34,13,9.2,0.5,0.4,0.2,0.7,3.2,3.0,2.3,6.3,0.2,0.3,1.2,0.1,'99-00
295,293,Vernon Maxwell,SEA,34,47,27,20,21.1,1.7,0.3,2.3,2.5,5.8,6.9,5.6,18.3,0.2,0.4,1.8,0.2,'99-00
296,297,Cal Bowdler,ATL,23,46,13,33,9.1,0.4,0.6,0.3,1.3,3.5,3.0,3.8,9.3,0.2,0.2,1.0,0.0,'99-00
297,297,Michael Smith,WAS,28,46,14,32,24.9,1.2,1.7,0.6,4.6,10.1,7.4,8.7,21.8,0.5,0.7,2.8,0.5,'99-00
298,297,Toby Bailey,PHX,24,46,29,17,9.8,0.9,0.4,0.7,1.4,4.5,2.7,2.7,6.7,0.1,0.2,1.2,0.2,'99-00
299,297,Tony Delk,SAC,26,46,24,22,14.8,1.4,1.1,1.0,2.3,4.9,4.0,4.0,12.5,0.1,0.4,1.3,0.1,'99-00
300,301,Bryant Stith,DEN,29,45,21,24,15.4,1.2,0.9,0.9,1.9,5.7,4.0,5.0,12.7,0.3,0.2,1.2,0.2,'99-00
301,301,Chris Herren,DEN,24,45,18,27,13.2,0.7,0.3,0.4,0.8,5.0,4.4,3.8,11.3,0.0,0.4,1.6,0.1,'99-00
302,301,John Salley,LAL,36,45,37,8,6.8,0.3,0.3,0.0,0.8,2.7,1.7,2.2,5.2,0.3,0.2,1.5,0.2,'99-00
303,304,Hakeem Olajuwon,HOU,37,44,14,30,23.8,1.0,1.4,0.1,6.1,10.0,6.4,8.1,19.2,1.6,0.4,2.0,0.1,'99-00
304,304,Robert Traylor,MIL,23,44,23,21,10.1,0.7,1.0,0.3,2.4,3.6,3.1,3.1,7.8,0.6,0.3,1.8,0.0,'99-00
305,304,Roshown McLeod,ATL,24,44,14,30,19.5,0.9,1.1,1.0,2.8,7.7,5.1,6.7,17.9,0.1,0.6,1.9,0.2,'99-00
306,307,Antawn Jamison,GSW,24,43,10,33,36.3,3.3,4.8,3.5,13.7,12.1,12.1,11.8,34.5,0.3,1.3,2.7,0.2,'99-00
307,307,Loy Vaught,DET,32,43,22,21,6.7,0.4,0.3,0.0,0.7,2.6,1.9,1.8,4.9,0.1,0.1,1.0,0.1,'99-00
308,307,Shammond Williams,SEA,25,43,22,21,11.9,0.6,0.4,1.0,1.4,3.5,4.4,3.0,9.5,0.0,0.4,0.9,0.0,'99-00
309,310,Dale Ellis,CHH,39,42,24,18,13.5,0.8,0.4,0.8,0.5,3.5,3.8,3.7,11.8,0.0,0.1,1.1,0.1,'99-00
310,310,Grant Long,VAN,34,42,13,29,22.0,0.8,1.2,0.5,2.3,8.2,6.3,6.8,16.8,0.2,0.2,2.6,0.7,'99-00
311,310,Michael Stewart,TOR,25,42,23,19,9.2,0.1,0.5,0.3,0.8,2.8,2.5,3.0,6.9,0.5,0.2,1.9,0.2,'99-00
312,313,Brent Price,VAN,31,41,11,30,10.3,0.4,0.3,0.4,0.5,4.2,2.7,2.8,8.7,0.0,0.1,1.5,0.2,'99-00
313,313,Todd Fuller,CHH,25,41,24,17,9.8,0.3,0.8,0.3,2.0,3.4,3.0,3.0,8.8,0.2,0.4,1.1,0.0,'99-00
314,315,Eric Murdock,LAC,32,40,9,31,17.3,0.9,0.6,0.7,2.4,6.5,5.2,6.2,17.1,0.1,0.7,1.7,0.2,'99-00
315,315,Kevin Ollie,PHI,27,40,28,12,7.2,0.3,0.1,0.6,1.0,2.6,1.5,1.9,5.1,0.0,0.2,0.7,0.2,'99-00
316,315,Popeye Jones,DEN,30,40,14,26,8.3,0.3,0.8,0.1,1.2,3.3,2.7,2.6,7.1,0.2,0.2,1.3,0.2,'99-00
317,315,Roy Rogers,DEN,26,40,19,21,8.9,0.2,0.4,0.2,1.4,3.9,2.9,2.8,7.2,1.0,0.2,0.9,0.0,'99-00
318,319,Obinna Ekezie,VAN,24,39,10,29,9.1,0.6,1.2,0.2,2.1,3.3,2.9,2.6,8.0,0.1,0.3,1.6,0.3,'99-00
319,320,Corie Blount,PHX,31,38,27,11,11.7,0.4,0.6,0.3,2.0,4.5,3.4,3.1,8.5,0.2,0.3,2.1,0.3,'99-00
320,320,Dee Brown,TOR,31,38,20,18,17.7,1.1,0.9,1.2,0.3,5.9,4.7,6.4,15.6,0.1,0.4,1.6,0.1,'99-00
321,320,Don Reid,WAS,26,38,16,22,13.1,0.9,0.4,0.7,2.9,3.7,3.9,2.5,9.4,0.8,0.4,3.1,0.3,'99-00
322,320,Doug West,VAN,33,38,6,32,15.4,0.9,0.5,1.2,1.7,5.4,3.8,4.2,13.1,0.2,0.3,2.1,0.3,'99-00
323,324,Chuck Person,SEA,36,37,19,18,9.2,0.2,0.3,0.3,0.4,2.1,2.4,1.7,6.2,0.1,0.1,1.5,0.1,'99-00
324,324,John Starks,CHI,34,37,10,27,32.2,2.3,1.6,2.4,1.8,10.5,10.4,9.0,28.8,0.1,0.4,2.8,0.3,'99-00
325,324,Rick Brunson,NYK,28,37,22,15,7.8,0.5,0.2,0.4,0.7,2.8,2.0,1.9,4.8,0.0,0.1,0.9,0.1,'99-00
326,327,Haywoode Workman,TOR,34,36,16,20,9.7,0.6,0.1,0.3,0.4,3.5,2.8,3.4,7.6,0.0,0.1,1.0,0.2,'99-00
327,327,Reggie Jordan,WAS,32,36,13,23,6.8,0.3,0.2,0.3,0.8,3.1,1.5,2.3,4.4,0.1,0.3,0.8,0.1,'99-00
328,329,Anthony Miller,HOU,28,35,19,16,13.6,0.6,1.4,0.7,2.9,5.5,3.9,3.9,12.3,0.3,0.3,1.9,0.1,'99-00
329,329,Darvin Ham,MIL,26,35,19,16,22.6,1.2,1.4,0.8,3.9,8.0,5.3,5.4,15.5,0.8,0.4,2.9,0.3,'99-00
330,331,J.R. Reid,MIL,32,34,17,17,17.6,0.6,0.8,0.2,0.8,5.5,5.2,5.5,13.5,0.1,0.1,2.4,0.5,'99-00
331,331,Rodney Buford,MIA,22,34,21,13,11.3,0.4,0.6,0.6,1.8,4.3,3.7,2.3,7.9,0.2,0.3,1.3,0.1,'99-00
332,333,Brian Skinner,LAC,24,33,5,28,23.5,0.6,1.5,0.4,3.8,9.6,6.9,7.1,22.7,1.3,0.6,2.3,0.3,'99-00
333,333,Jumaine Jones,PHI,21,33,20,13,4.2,0.3,0.4,0.3,0.3,1.2,1.1,0.9,3.3,0.2,0.2,0.3,0.0,'99-00
334,333,Laron Profit,WAS,22,33,12,21,6.8,0.3,0.1,0.6,0.8,2.2,1.8,1.8,4.4,0.1,0.1,0.8,0.0,'99-00
335,333,Rex Walters,MIA,30,33,20,13,11.8,0.4,0.1,0.5,1.2,4.8,3.0,2.9,7.8,0.0,0.1,1.3,0.1,'99-00
336,337,Derrick McKey,IND,33,32,23,9,19.8,0.5,0.6,0.2,1.1,5.5,5.2,4.5,15.3,0.4,0.3,2.5,0.2,'99-00
337,337,Kornel David,CLE,28,32,5,27,14.8,0.8,0.8,0.5,1.9,6.4,3.8,3.8,12.1,0.1,0.1,1.8,0.1,'99-00
338,337,Steve Kerr,SAS,34,32,24,8,8.4,0.4,0.1,0.3,0.1,2.3,2.8,1.8,6.8,0.0,0.0,0.4,0.1,'99-00
339,340,Evan Eschmeyer,NJN,25,31,14,17,12.1,0.3,1.2,0.1,2.3,3.8,3.4,4.2,10.6,0.7,0.5,2.7,0.1,'99-00
340,340,Fred Hoiberg,CHI,27,31,4,27,27.3,1.9,0.5,0.8,2.2,12.5,7.5,6.5,23.0,0.1,0.4,2.1,0.3,'99-00
341,342,Dion Glover,ATL,21,30,7,23,14.9,1.0,0.8,1.4,3.1,6.0,4.7,6.2,14.5,0.1,0.5,0.9,0.1,'99-00
