,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
8195,Andre Ingram,LAL,32,190.5,190.0,American,USA,Undrafted,Undrafted,Undrafted,2.0,12.0,3.0,3.5,14.1,1.6,7.2,13.6,65.5,14.9,'17-18
8196,Andre Roberson,OKC,26,200.66,210.0,Colorado,USA,2013,1,26,39.0,5.0,4.7,1.2,9.4,6.8,10.9,8.5,54.3,5.9,'17-18
8197,Andrew Bogut,LAL,33,213.36,260.0,Utah,Australia,2005,1,1,24.0,1.5,3.3,0.6,-5.1,10.4,22.3,8.5,69.6,9.9,'17-18
8198,Andrew Harrison,MEM,23,198.12,213.0,Kentucky,USA,2015,2,44,56.0,9.5,2.3,3.2,-7.3,1.7,8.5,19.5,53.4,22.2,'17-18
8199,Andrew White III,ATL,25,200.66,210.0,Syracuse,USA,2017,,,15.0,4.6,2.3,0.4,-18.6,1.6,13.3,16.0,46.1,5.0,'17-18
8200,Andrew Wiggins,MIN,23,203.2,202.0,Kansas,Canada,2014,1,1,82.0,17.7,4.4,2.0,3.5,2.8,9.4,22.8,50.5,8.0,'17-18
8201,Ante Zizic,CLE,21,210.82,250.0,None,Croatia,2016,1,23,32.0,3.7,1.9,0.2,-9.1,11.2,17.9,17.1,74.6,3.9,'17-18
8202,Anthony Brown,MIN,25,200.66,224.0,Stanford,USA,2015,2,34,1.0,3.0,0.0,1.0,30.0,0.0,0.0,10.0,150.0,33.3,'17-18
8203,Anthony Davis,NOP,25,208.28,253.0,Kentucky,USA,2012,1,1,75.0,28.1,11.1,2.3,5.0,7.0,21.3,29.1,61.2,10.4,'17-18
8204,Anthony Tolliver,DET,33,203.2,240.0,Creighton,USA,Undrafted,Undrafted,Undrafted,79.0,8.9,3.1,1.1,0.9,2.7,10.9,14.4,66.3,7.6,'17-18
8205,Antonio Blakeney,CHI,21,193.04,197.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,19.0,7.9,1.7,1.1,-1.3,1.1,8.9,22.7,47.1,9.6,'17-18
8206,Antonius Cleveland,ATL,24,198.12,195.0,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,17.0,1.4,0.8,0.1,-13.9,2.2,8.5,10.7,48.6,2.5,'17-18
8207,Aron Baynes,BOS,31,208.28,260.0,Washington State,Australia,Undrafted,Undrafted,Undrafted,81.0,6.0,5.4,1.1,6.5,8.6,19.6,16.6,50.2,9.5,'17-18
8208,Arron Afflalo,ORL,32,195.58,210.0,UCLA,USA,2007,1,27,53.0,3.4,1.2,0.6,-6.8,0.6,8.2,12.7,51.6,6.6,'17-18
8209,Austin Rivers,LAC,25,193.04,200.0,Duke,USA,2012,1,10,61.0,15.1,2.4,4.0,-1.7,1.3,5.8,20.6,52.6,17.9,'17-18
8210,Avery Bradley,LAC,27,187.96,180.0,Texas-Austin,USA,2010,1,19,46.0,14.3,2.5,2.0,-4.2,1.4,6.8,22.9,49.6,10.5,'17-18
8211,Bam Adebayo,MIA,20,208.28,255.0,Kentucky,USA,2017,1,14,69.0,6.9,5.5,1.5,-0.6,8.6,19.4,15.7,57.0,11.5,'17-18
8212,Ben McLemore,MEM,25,195.58,195.0,Kansas,USA,2013,1,7,56.0,7.5,2.5,0.9,-13.5,3.0,10.1,18.2,52.6,7.8,'17-18
8213,Ben Moore,IND,23,203.2,220.0,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,2.0,0.0,0.5,0.5,-79.8,0.0,16.7,0.0,0.0,11.1,'17-18
8214,Ben Simmons,PHI,21,208.28,230.0,Louisiana State,Australia,2016,1,1,81.0,15.8,8.1,8.2,6.6,5.3,17.1,21.9,55.7,36.2,'17-18
8215,Bismack Biyombo,ORL,25,205.74,255.0,None,DRC,2011,1,7,82.0,5.7,5.7,0.8,-13.6,9.1,20.9,14.6,55.6,7.0,'17-18
8216,Blake Griffin,DET,29,208.28,251.0,Oklahoma,USA,2009,1,1,58.0,21.4,7.4,5.8,1.9,3.6,17.5,28.5,54.4,28.6,'17-18
8217,Boban Marjanovic,LAC,29,220.98,290.0,None,Serbia,Undrafted,Undrafted,Undrafted,39.0,6.0,3.7,0.6,6.3,15.1,27.4,27.6,61.6,10.0,'17-18
8218,Bobby Brown,HOU,33,187.96,175.0,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,20.0,2.5,0.4,0.6,-24.5,0.0,6.1,25.2,42.5,19.0,'17-18
8219,Bobby Portis,CHI,23,210.82,248.0,Arkansas,USA,2015,1,22,73.0,13.2,6.8,1.7,-2.1,8.9,20.7,25.0,54.8,12.6,'17-18
8220,Bogdan Bogdanovic,SAC,25,198.12,205.0,None,Serbia,2014,1,27,78.0,11.8,2.9,3.3,-8.6,1.4,9.4,19.2,55.6,18.3,'17-18
8221,Bojan Bogdanovic,IND,29,203.2,230.0,None,Croatia,2011,2,31,80.0,14.3,3.4,1.5,1.5,1.2,9.7,18.5,60.5,7.1,'17-18
8222,Bradley Beal,WAS,25,195.58,207.0,Florida,USA,2012,1,3,82.0,22.6,4.4,4.5,2.4,2.1,10.1,26.8,56.4,20.6,'17-18
8223,Brandan Wright,HOU,30,208.28,235.0,North Carolina,USA,2007,1,8,28.0,5.0,3.4,0.5,5.3,8.6,16.1,14.0,59.6,5.6,'17-18
8224,Brandon Ingram,LAL,20,205.74,190.0,Duke,USA,2016,1,2,59.0,16.1,5.3,3.9,-2.7,2.7,12.1,21.8,53.6,17.7,'17-18
8225,Brandon Jennings,MIL,28,185.42,170.0,None,USA,2009,1,10,14.0,5.2,2.2,3.1,-13.1,2.2,13.1,19.1,47.8,33.1,'17-18
8226,Brandon Paul,SAS,27,193.04,200.0,Illinois,USA,Undrafted,Undrafted,Undrafted,64.0,2.3,1.1,0.6,0.3,1.1,10.9,13.1,50.4,9.6,'17-18
8227,Briante Weber,MEM,25,187.96,165.0,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,18.0,2.8,1.9,1.2,-21.6,3.0,13.0,11.1,52.7,13.9,'17-18
8228,Brice Johnson,MEM,24,208.28,230.0,North Carolina,USA,2016,1,25,18.0,2.4,1.7,0.1,-2.3,8.0,22.7,19.3,48.6,3.0,'17-18
8229,Brook Lopez,LAL,30,213.36,268.0,Stanford,USA,2008,1,10,74.0,13.0,4.0,1.7,-2.3,4.1,12.0,23.0,55.7,11.3,'17-18
8230,Bruno Caboclo,SAC,22,205.74,205.0,None,Brazil,2014,1,20,12.0,2.2,1.8,0.3,2.4,6.2,14.6,15.2,38.6,5.6,'17-18
8231,Bryn Forbes,SAS,24,190.5,190.0,Michigan State,USA,Undrafted,Undrafted,Undrafted,80.0,6.9,1.4,1.0,3.5,0.8,6.5,15.9,52.5,7.7,'17-18
8232,Buddy Hield,SAC,25,193.04,214.0,Oklahoma,Bahamas,2016,1,6,80.0,13.5,3.8,1.9,-4.1,2.7,12.9,23.6,55.7,12.7,'17-18
8233,C.J. Williams,LAC,28,195.58,230.0,North Carolina State,USA,2012,0,0,38.0,5.5,1.5,1.1,-1.2,1.7,5.8,13.4,51.2,8.6,'17-18
8234,CJ McCollum,POR,26,190.5,190.0,Lehigh,USA,2013,1,10,81.0,21.4,4.0,3.4,1.6,1.7,8.9,25.9,53.6,15.6,'17-18
8235,CJ Miles,TOR,31,198.12,225.0,No College,USA,2005,2,34,70.0,10.0,2.2,0.8,8.0,1.3,9.7,21.4,54.5,6.1,'17-18
8236,Caleb Swanigan,POR,21,203.2,250.0,Purdue,USA,2017,1,26,27.0,2.3,2.0,0.5,-3.1,7.5,20.7,18.9,44.9,12.4,'17-18
8237,Cameron Payne,CHI,23,190.5,185.0,Murray State,USA,2015,1,14,25.0,8.8,2.8,4.5,-7.5,2.7,8.9,18.3,49.8,29.4,'17-18
8238,Caris LeVert,BKN,23,200.66,203.0,Michigan,USA,2016,1,20,71.0,12.1,3.7,4.2,-6.4,2.6,10.4,21.6,52.5,26.5,'17-18
8239,Carmelo Anthony,OKC,34,203.2,240.0,Syracuse,USA,2003,1,3,78.0,16.2,5.8,1.3,5.2,2.5,15.8,22.3,50.3,6.1,'17-18
8240,Cedi Osman,CLE,23,203.2,215.0,None,Turkey,2015,2,31,61.0,3.9,2.0,0.7,3.9,2.8,14.9,15.1,57.7,8.4,'17-18
8241,Chandler Parsons,MEM,29,208.28,230.0,Florida,USA,2011,2,38,36.0,7.9,2.5,1.9,-6.0,2.1,11.7,18.0,57.8,15.8,'17-18
8242,Channing Frye,LAL,35,210.82,255.0,Arizona,USA,2005,1,8,53.0,5.0,2.5,0.7,8.2,1.9,16.4,15.1,59.9,7.7,'17-18
8243,Charles Cooke,NOP,23,195.58,196.0,University of Dayton,USA,Undrafted,Undrafted,Undrafted,13.0,0.5,0.2,0.1,-15.7,0.0,4.9,16.3,20.2,3.8,'17-18
8244,Cheick Diallo,NOP,21,205.74,220.0,Kansas,Mali,2016,2,33,52.0,4.9,4.1,0.4,-7.4,7.9,26.2,16.8,61.9,4.8,'17-18
8245,Chinanu Onuaku,HOU,21,208.28,245.0,Louisville,USA,2016,2,37,1.0,4.0,4.0,1.0,-17.6,4.5,13.6,18.2,40.0,10.0,'17-18
8246,Chris Boucher,GSW,25,208.28,200.0,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,1.0,0.0,1.0,0.0,-100.0,0.0,100,33.3,0.0,0.0,'17-18
8247,Chris McCullough,WAS,23,205.74,215.0,Syracuse,USA,2015,1,29,19.0,2.4,1.3,0.2,-12.2,7.0,18.8,21.9,47.8,8.2,'17-18
8248,Chris Paul,HOU,33,182.88,175.0,Wake Forest,USA,2005,1,4,58.0,18.6,5.4,7.9,13.2,2.0,15.1,24.1,60.4,38.9,'17-18
8249,Clint Capela,HOU,24,208.28,240.0,None,Switzerland,2014,1,25,74.0,13.9,10.8,0.9,9.3,11.9,27.8,19.0,65.0,5.5,'17-18
8250,Cody Zeller,CHA,25,213.36,240.0,Indiana,USA,2013,1,4,33.0,7.1,5.4,0.9,2.1,9.7,18.4,15.2,60.2,7.5,'17-18
8251,Cole Aldrich,MIN,29,210.82,253.0,Kansas,USA,2010,1,11,21.0,0.6,0.7,0.1,-1.8,5.7,28.6,15.1,34.0,8.1,'17-18
8252,Corey Brewer,OKC,32,205.74,186.0,Florida,USA,2007,1,7,72.0,5.3,2.1,0.9,-2.3,3.3,8.9,13.6,53.4,7.3,'17-18
8253,Cory Joseph,IND,26,190.5,190.0,Texas,Canada,2011,1,29,82.0,7.9,3.2,3.2,-1.1,1.7,10.1,14.3,50.3,16.4,'17-18
8254,Courtney Lee,NYK,32,195.58,200.0,Western Kentucky,USA,2008,1,22,76.0,12.0,2.9,2.4,-5.5,1.3,8.2,16.5,56.4,11.3,'17-18
8255,Cristiano Felicio,CHI,25,205.74,280.0,None,Brazil,Undrafted,Undrafted,Undrafted,55.0,5.6,4.2,1.0,-16.4,7.6,15.8,13.3,61.4,9.3,'17-18
8256,D'Angelo Russell,BKN,22,195.58,195.0,Ohio State,USA,2015,1,2,48.0,15.5,3.9,5.2,-7.2,2.3,12.2,29.5,50.9,34.8,'17-18
8257,D.J. Augustin,ORL,30,182.88,183.0,University of Texas at Austin,USA,2008,1,9,75.0,10.2,2.1,3.8,-3.8,1.6,7.2,18.2,61.5,25.1,'17-18
8258,D.J. Wilson,MIL,22,208.28,236.0,Michigan,USA,2017,1,17,22.0,1.0,0.5,0.1,-30.7,2.9,15.7,12.7,62.2,7.5,'17-18
8259,Dakari Johnson,OKC,22,213.36,255.0,Kentucky,USA,2015,2,48,31.0,1.8,1.1,0.3,10.9,9.9,11.1,13.9,57.5,8.3,'17-18
8260,Damian Jones,GSW,23,213.36,245.0,Vanderbilt,USA,2016,1,30,15.0,1.7,0.9,0.1,0.5,6.0,9.3,14.3,51.7,3.7,'17-18
8261,Damian Lillard,POR,27,190.5,195.0,Weber State,USA,2012,1,6,73.0,26.9,4.5,6.6,6.1,2.2,9.4,29.5,59.4,30.1,'17-18
8262,Damien Wilkins,IND,38,198.12,217.0,Georgia,USA,Undrafted,Undrafted,Undrafted,19.0,1.7,0.8,0.5,7.0,3.1,7.2,12.5,40.5,7.5,'17-18
8263,Damion Lee,ATL,25,198.12,210.0,Drexel,USA,Undrafted,Undrafted,Undrafted,15.0,10.7,4.7,1.9,-3.6,2.4,13.8,18.2,48.9,10.9,'17-18
8264,Damyean Dotson,NYK,24,195.58,210.0,Houston,USA,2017,2,44,44.0,4.1,1.9,0.7,-2.8,1.8,14.2,16.9,53.2,9.8,'17-18
8265,Daniel Hamilton,OKC,22,200.66,195.0,UCONN,USA,2016,2,56,6.0,2.0,0.8,1.3,-22.8,0.0,16.7,20.0,54.5,61.5,'17-18
8266,Daniel Theis,BOS,26,205.74,243.0,None,Germany,Undrafted,Undrafted,Undrafted,63.0,5.3,4.3,0.9,1.2,9.2,18.9,15.0,61.6,9.9,'17-18
8267,Danilo Gallinari,LAC,29,208.28,225.0,None,Italy,2008,1,6,21.0,15.3,4.8,2.0,0.3,1.3,13.3,20.5,54.5,9.7,'17-18
8268,Danny Green,SAS,31,198.12,215.0,North Carolina,USA,2009,2,46,70.0,8.6,3.6,1.6,2.4,2.2,11.5,16.3,50.9,8.9,'17-18
8269,Dante Cunningham,BKN,31,203.2,230.0,Villanova,USA,2009,2,33,73.0,5.7,4.1,0.7,-1.1,4.9,13.3,11.4,53.9,4.2,'17-18
8270,Dante Exum,UTA,22,198.12,190.0,None,Australia,2014,1,5,14.0,8.1,1.9,3.1,8.1,1.8,8.3,22.3,56.6,27.0,'17-18
8271,Danuel House Jr.,PHX,25,200.66,220.0,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23.0,6.6,3.3,1.1,3.2,3.2,14.0,16.0,53.3,9.2,'17-18
8272,Dario Saric,PHI,24,208.28,223.0,None,Croatia,2014,1,12,78.0,14.6,6.7,2.6,5.9,6.7,14.7,20.4,58.2,12.9,'17-18
8273,Darius Miller,NOP,28,203.2,225.0,Kentucky,USA,2012,2,46,82.0,7.8,2.0,1.4,-0.6,0.9,7.0,12.4,61.7,7.6,'17-18
8274,Darrell Arthur,DEN,30,205.74,235.0,Kansas,USA,2008,1,27,19.0,2.8,0.8,0.5,-10.5,2.1,8.7,18.8,55.9,10.1,'17-18
8275,Darren Collison,IND,30,187.96,185.0,UCLA,USA,2009,1,21,69.0,12.4,2.6,5.3,2.6,1.9,7.2,17.0,61.0,25.7,'17-18
8276,Darrun Hilliard,SAS,25,198.12,220.0,Villanova,USA,2015,2,38,14.0,1.1,0.5,0.8,5.6,0.0,8.0,11.9,36.2,14.7,'17-18
8277,David Nwaba,CHI,25,193.04,209.0,Cal Poly,USA,Undrafted,Undrafted,Undrafted,70.0,7.9,4.7,1.5,-5.8,5.0,14.2,15.3,54.2,9.4,'17-18
8278,David Stockton,UTA,27,180.34,165.0,Gonzaga,USA,2014,0,0,3.0,3.3,0.0,0.0,-46.3,0.0,0.0,25.0,105.0,0.0,'17-18
8279,David West,GSW,37,205.74,250.0,Xavier,USA,2003,1,18,73.0,6.8,3.3,1.9,1.9,7.2,16.3,22.3,60.0,22.0,'17-18
8280,Davis Bertans,SAS,25,208.28,210.0,None,Latvia,2011,2,42,77.0,5.9,2.0,1.0,3.5,1.7,12.2,16.8,58.8,10.2,'17-18
8281,Davon Reed,PHX,23,198.12,210.0,Miami,USA,2017,2,32,21.0,3.0,1.9,0.6,-14.2,0.7,14.9,15.8,38.8,8.7,'17-18
8282,De'Aaron Fox,SAC,20,190.5,175.0,Kentucky,USA,2017,1,5,73.0,11.6,2.8,4.4,-10.2,1.6,8.7,22.7,47.8,24.0,'17-18
8283,DeAndre Jordan,LAC,29,210.82,265.0,Texas A&M,USA,2008,2,35,77.0,12.0,15.2,1.5,-2.4,13.2,33.9,15.1,64.8,7.4,'17-18
8284,DeAndre Liggins,NOP,30,198.12,209.0,Kentucky,USA,2011,2,53,58.0,1.7,1.3,0.8,-13.2,1.0,10.0,7.9,46.7,9.1,'17-18
8285,DeAndre' Bembry,ATL,23,198.12,210.0,St. Joseph's (PA),USA,2016,1,21,26.0,5.2,2.8,1.9,-7.5,1.7,14.2,17.9,47.7,16.6,'17-18
8286,DeMar DeRozan,TOR,28,200.66,220.0,Southern California,USA,2009,1,9,80.0,23.0,3.9,5.2,7.7,2.1,9.1,28.6,55.5,24.5,'17-18
8287,DeMarcus Cousins,NOP,27,210.82,270.0,Kentucky,USA,2010,1,5,48.0,25.2,12.9,5.4,1.9,6.5,29.2,31.8,58.3,24.1,'17-18
8288,DeMarre Carroll,BKN,31,203.2,215.0,Missouri,USA,2009,1,27,73.0,13.5,6.6,2.0,-1.2,4.5,16.5,19.4,55.0,10.6,'17-18
8289,Dejounte Murray,SAS,21,195.58,170.0,Washington,USA,2016,1,29,81.0,8.1,5.7,2.9,4.3,6.1,19.6,20.1,48.5,20.2,'17-18
8290,Delon Wright,TOR,26,195.58,190.0,Utah,USA,2015,1,20,69.0,8.0,2.9,2.9,7.3,3.1,10.7,16.9,57.4,20.2,'17-18
8291,Demetrius Jackson,PHI,23,185.42,201.0,Notre Dame,USA,2016,2,45,15.0,1.1,0.8,0.6,-24.1,6.0,8.6,15.6,42.4,18.8,'17-18
8292,Dennis Schroder,ATL,24,185.42,172.0,None,Germany,2013,1,17,67.0,19.4,3.1,6.2,-6.7,2.1,8.1,29.9,51.5,35.2,'17-18
8293,Dennis Smith Jr.,DAL,20,190.5,195.0,North Carolina State,USA,2017,1,9,69.0,15.2,3.8,5.2,-7.6,2.3,10.6,28.0,47.3,30.1,'17-18
8294,Denzel Valentine,CHI,24,198.12,214.0,Michigan State,USA,2016,1,14,77.0,10.2,5.1,3.2,-6.8,2.1,16.8,17.0,52.7,17.8,'17-18
8295,Derrick Favors,UTA,26,208.28,265.0,Georgia Tech,USA,2010,1,3,77.0,12.3,7.2,1.3,3.6,9.7,16.7,18.1,59.3,7.5,'17-18
8296,Derrick Jones Jr.,MIA,21,200.66,200.0,UNLV,USA,Undrafted,Undrafted,Undrafted,20.0,3.1,1.9,0.5,-6.5,7.7,6.6,12.4,48.0,5.6,'17-18
8297,Derrick Rose,MIN,29,190.5,190.0,Memphis,USA,2008,1,1,25.0,8.4,1.4,1.5,-6.2,3.3,5.3,24.5,50.7,13.6,'17-18
8298,Derrick Walton Jr.,MIA,23,185.42,185.0,Michigan,USA,Undrafted,Undrafted,Undrafted,16.0,1.8,1.0,1.0,-10.5,1.4,9.5,9.2,52.5,17.0,'17-18
8299,Derrick White,SAS,23,193.04,190.0,Colorado,USA,2017,1,29,17.0,3.2,1.5,0.5,13.5,3.4,12.8,14.6,64.6,9.8,'17-18
8300,Derrick Williams,LAL,27,203.2,240.0,Arizona,USA,2011,1,2,2.0,1.0,0.5,0.0,-18.8,0.0,14.3,16.7,25.0,0.0,'17-18
8301,Devin Booker,PHX,21,198.12,210.0,Kentucky,USA,2015,1,13,54.0,24.9,4.5,4.7,-9.3,1.3,11.2,30.1,56.1,23.3,'17-18
8302,Devin Harris,DEN,35,190.5,185.0,Wisconsin,USA,2004,1,5,71.0,8.4,1.8,2.1,4.1,0.9,8.5,19.4,56.3,16.5,'17-18
8303,Devin Robinson,WAS,23,203.2,200.0,Florida,USA,2017,,,1.0,2.0,5.0,0.0,28.6,9.5,25.0,8.3,33.3,0.0,'17-18
8304,Dewayne Dedmon,ATL,28,213.36,245.0,Southern California,USA,Undrafted,Undrafted,Undrafted,62.0,10.0,7.9,1.5,-5.1,6.5,24.9,16.6,59.9,9.0,'17-18
8305,Deyonta Davis,MEM,21,210.82,237.0,Michigan State,USA,2016,2,31,62.0,5.8,4.0,0.6,-8.3,7.8,18.2,14.4,62.1,6.8,'17-18
8306,Dillon Brooks,MEM,22,198.12,220.0,Oregon,Canada,2017,2,45,82.0,11.0,3.1,1.6,-5.0,2.1,9.2,18.4,53.1,9.2,'17-18
8307,Dion Waiters,MIA,26,193.04,215.0,Syracuse,USA,2012,1,4,30.0,14.3,2.6,3.8,-5.3,0.9,7.8,25.0,48.7,21.0,'17-18
8308,Dirk Nowitzki,DAL,40,213.36,245.0,None,Germany,1998,1,9,77.0,12.0,5.7,1.6,-2.0,1.2,22.7,19.9,57.5,9.8,'17-18
8309,Domantas Sabonis,IND,22,208.28,252.0,Gonzaga,Lithuania,2016,1,11,74.0,11.6,7.7,2.0,1.4,9.3,22.7,21.4,56.7,12.7,'17-18
8310,Donovan Mitchell,UTA,21,190.5,215.0,Louisville,USA,2017,1,13,79.0,20.5,3.7,3.7,6.8,2.0,9.3,28.3,54.1,18.9,'17-18
8311,Dorian Finney-Smith,DAL,25,203.2,220.0,Florida,USA,Undrafted,Undrafted,Undrafted,21.0,5.9,3.6,1.2,-2.7,4.3,12.1,14.4,48.2,8.6,'17-18
8312,Doug McDermott,DAL,26,203.2,219.0,Creighton,USA,2014,1,11,81.0,7.8,2.5,1.0,-1.2,2.2,8.7,14.4,57.9,6.5,'17-18
8313,Dragan Bender,PHX,20,215.9,225.0,None,Croatia,2016,1,4,82.0,6.5,4.4,1.6,-10.3,1.8,14.9,12.5,52.4,8.9,'17-18
8314,Draymond Green,GSW,28,200.66,230.0,Michigan State,USA,2012,2,35,70.0,11.0,7.6,7.3,6.7,3.6,18.3,16.8,55.6,28.6,'17-18
8315,Dwayne Bacon,CHA,22,200.66,221.0,Florida State,USA,2017,2,40,53.0,3.3,2.3,0.7,-0.2,0.5,15.8,13.0,43.1,7.7,'17-18
8316,Dwight Buycks,DET,29,190.5,190.0,Marquette,USA,Undrafted,Undrafted,Undrafted,29.0,7.4,1.4,2.0,0.6,2.8,6.7,26.6,49.8,24.0,'17-18
8317,Dwight Howard,CHA,32,210.82,265.0,None,USA,2004,1,1,81.0,16.6,12.5,1.3,1.4,10.1,29.5,23.8,57.7,6.9,'17-18
8318,Dwight Powell,DAL,26,210.82,240.0,Stanford,Canada,2014,2,45,79.0,8.5,5.6,1.2,0.9,8.0,19.0,15.1,65.6,8.5,'17-18
8319,Dwyane Wade,MIA,36,193.04,220.0,Marquette,USA,2003,1,5,67.0,11.4,3.8,3.4,1.3,3.2,12.4,25.1,50.0,24.5,'17-18
8320,E'Twaun Moore,NOP,29,193.04,191.0,Purdue,USA,2011,2,55,82.0,12.5,2.9,2.3,2.6,2.3,6.5,15.8,59.3,9.9,'17-18
8321,Ed Davis,POR,29,208.28,245.0,North Carolina,USA,2010,1,13,78.0,5.3,7.4,0.5,4.1,12.1,25.4,12.0,60.7,3.9,'17-18
8322,Edmond Sumner,IND,22,195.58,188.0,Xavier,USA,2017,2,52,1.0,2.0,1.0,0.0,-120.0,0.0,50.0,20.0,100,0.0,'17-18
8323,Ekpe Udoh,UTA,31,208.28,245.0,Baylor,USA,2010,1,6,63.0,2.6,2.4,0.8,3.3,8.6,10.5,8.9,56.0,9.3,'17-18
8324,Elfrid Payton,PHX,24,193.04,185.0,Louisana-Lafayette,USA,2014,1,10,63.0,12.7,4.3,6.2,-11.7,3.3,11.7,21.1,53.8,32.8,'17-18
8325,Emeka Okafor,NOP,35,208.28,255.0,Connecticut,USA,2004,1,2,26.0,4.4,4.6,0.3,0.3,12.0,17.5,13.3,54.5,2.8,'17-18
8326,Emmanuel Mudiay,NYK,22,195.58,200.0,None,DRC,2015,1,7,64.0,8.6,2.4,3.2,-9.5,1.9,9.9,23.1,47.4,25.4,'17-18
8327,Enes Freedom,NYK,26,210.82,245.0,None,Turkey,2011,1,3,71.0,14.1,11.0,1.5,-4.9,14.6,27.9,21.2,63.0,9.1,'17-18
8328,Eric Bledsoe,MIL,28,185.42,205.0,Kentucky,USA,2010,1,18,74.0,17.7,3.8,5.0,2.7,2.3,10.0,25.4,58.2,24.6,'17-18
8329,Eric Gordon,HOU,29,193.04,215.0,Indiana,USA,2008,1,7,69.0,18.0,2.5,2.2,13.0,1.1,6.5,23.8,57.8,11.3,'17-18
8330,Eric Moreland,DET,26,208.28,238.0,Oregon State,USA,Undrafted,Undrafted,Undrafted,67.0,2.1,4.1,1.2,1.1,9.6,24.3,9.7,53.1,14.1,'17-18
8331,Erik McCree,UTA,24,203.2,225.0,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,4.0,0.0,0.3,0.0,-45.4,0.0,20.0,15.8,0.0,0.0,'17-18
8332,Ersan Ilyasova,PHI,31,208.28,235.0,None,Turkey,2005,2,36,69.0,10.9,5.9,1.3,0.9,6.7,16.1,18.3,55.8,7.8,'17-18
8333,Evan Fournier,ORL,25,200.66,205.0,None,France,2012,1,20,57.0,17.8,3.2,2.9,-3.2,1.2,8.4,22.6,57.7,13.8,'17-18
8334,Evan Turner,POR,29,200.66,220.0,Ohio State,USA,2010,1,2,79.0,8.2,3.1,2.2,-1.1,1.4,10.0,15.3,52.0,12.8,'17-18
8335,Frank Kaminsky,CHA,25,213.36,242.0,Wisconsin,USA,2015,1,9,79.0,11.1,3.6,1.6,-2.3,2.3,13.9,20.2,54.5,11.3,'17-18
8336,Frank Mason III,SAC,24,180.34,190.0,Kansas,USA,2017,2,34,52.0,7.9,2.5,2.8,-1.7,3.0,10.7,22.6,48.0,23.3,'17-18
8337,Frank Ntilikina,NYK,19,195.58,190.0,None,France,2017,1,8,78.0,5.9,2.3,3.2,-2.2,2.1,7.9,16.6,43.7,21.0,'17-18
8338,Fred VanVleet,TOR,24,182.88,195.0,Wichita State,USA,Undrafted,Undrafted,Undrafted,76.0,8.6,2.4,3.2,11.1,1.6,10.2,18.8,55.6,23.1,'17-18
8339,Furkan Korkmaz,PHI,20,200.66,190.0,None,Turkey,2016,1,26,14.0,1.6,0.8,0.3,-29.3,2.0,12.3,15.9,38.6,7.7,'17-18
8340,Garrett Temple,SAC,32,198.12,195.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65.0,8.4,2.3,1.9,-7.4,1.3,8.4,16.0,53.6,11.5,'17-18
8341,Gary Harris,DEN,23,193.04,210.0,Michigan State,USA,2014,1,19,67.0,17.5,2.6,2.9,3.5,1.6,6.1,20.4,59.7,12.8,'17-18
8342,Gary Payton II,LAL,25,190.5,190.0,Oregon State,USA,Undrafted,Undrafted,Undrafted,23.0,3.0,1.9,0.9,4.9,5.6,14.4,16.2,44.3,13.0,'17-18
8343,George Hill,CLE,32,190.5,188.0,Indiana-Purdue Indianapolis,USA,2008,1,26,67.0,10.0,2.7,2.8,-3.3,2.3,8.1,16.1,58.0,14.5,'17-18
8344,Georges Niang,UTA,25,198.12,231.0,Iowa State,USA,2016,2,50,9.0,1.0,1.0,0.3,-18.1,10.3,18.2,19.0,37.9,16.7,'17-18
8345,Georgios Papagiannis,POR,20,215.9,240.0,None,Greece,2016,1,13,17.0,2.1,2.2,0.5,-3.7,10.0,21.6,17.0,42.9,9.7,'17-18
8346,Gerald Green,HOU,32,200.66,205.0,No College,USA,2005,1,18,41.0,12.1,3.2,0.6,4.6,1.6,12.4,21.9,56.6,4.5,'17-18
8347,Gian Clavell,DAL,24,193.04,185.0,Colorado State,Puerto Rico,Undrafted,Undrafted,Undrafted,7.0,2.9,1.0,0.4,14.8,1.6,10.2,14.7,53.0,7.1,'17-18
8348,Giannis Antetokounmpo,MIL,23,210.82,222.0,None,Greece,2013,1,15,75.0,26.9,10.0,4.8,2.8,6.0,21.8,30.7,59.8,23.7,'17-18
8349,Glenn Robinson III,IND,24,200.66,215.0,Michigan,USA,2014,2,40,23.0,4.1,1.6,0.7,-0.6,3.0,7.8,11.9,52.9,6.8,'17-18
8350,Goran Dragic,MIA,32,190.5,190.0,None,Slovenia,2008,2,45,75.0,17.3,4.1,4.8,0.2,2.3,10.5,25.0,54.3,24.5,'17-18
8351,Gordon Hayward,BOS,28,203.2,226.0,Butler,USA,2010,1,9,1.0,2.0,1.0,0.0,27.3,0.0,20.0,15.4,50.0,0.0,'17-18
