,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
0,A.J. Lawson,DAL,22,198.12,179.0,South Carolina,Canada,Undrafted,Undrafted,Undrafted,12.0,2.0,0.7,0.1,-6.4,1.7,15.2,17.6,56.3,3.3,'22-23
1,AJ Green,MIL,23,195.58,190.0,Northern Iowa,USA,Undrafted,Undrafted,Undrafted,24.0,4.4,1.1,0.5,-10.1,1.7,9.5,16.9,61.8,7.9,'22-23
2,AJ Griffin,ATL,19,198.12,220.0,Duke,USA,2022,1,16,51.0,9.6,2.1,1.1,-0.6,2.1,7.5,17.1,60.3,7.0,'22-23
3,Aaron Gordon,DEN,27,203.2,235.0,Arizona,USA,2014,1,4,48.0,16.9,6.7,2.9,14.2,8.8,14.4,20.9,64.0,12.3,'22-23
4,Aaron Holiday,ATL,26,182.88,185.0,UCLA,USA,2018,1,23,48.0,4.4,1.3,1.4,0.1,2.5,6.1,12.7,53.5,11.7,'22-23
5,Aaron Nesmith,IND,23,195.58,215.0,Vanderbilt,USA,2020,1,14,49.0,9.7,3.7,1.2,-2.8,3.1,11.9,16.8,54.8,6.7,'22-23
6,Aaron Wiggins,OKC,24,195.58,190.0,Maryland,USA,2021,2,55,43.0,6.6,3.3,1.4,3.8,5.3,11.7,13.8,60.7,9.8,'22-23
7,Admiral Schofield,ORL,25,195.58,241.0,Tennessee,United Kingdom,2019,2,42,27.0,4.6,1.9,0.9,-7.1,5.0,10.2,12.9,61.3,9.8,'22-23
8,Al Horford,BOS,36,205.74,240.0,Florida,Dominican Republic,2007,1,3,43.0,9.1,6.1,2.7,8.1,3.9,15.3,11.5,60.2,11.3,'22-23
9,Alec Burks,DET,31,198.12,214.0,Colorado,USA,2011,1,12,43.0,13.0,3.0,2.2,-2.3,1.4,11.9,21.9,60.2,14.9,'22-23
10,Aleksej Pokusevski,OKC,21,213.36,210.0,None,Serbia,2020,1,17,31.0,8.8,5.1,2.0,-12.6,6.0,16.3,17.9,53.0,13.1,'22-23
11,Alex Caruso,CHI,28,195.58,186.0,Texas A&M,USA,Undrafted,Undrafted,Undrafted,46.0,5.6,3.1,3.3,4.6,2.7,10.4,11.0,57.9,17.2,'22-23
12,Alex Len,SAC,29,218.44,250.0,Maryland,Ukraine,2013,1,5,13.0,1.0,1.2,0.4,-9.2,8.5,19.6,13.3,55.3,15.2,'22-23
13,Alize Johnson,SAS,26,203.2,212.0,Missouri State,USA,2018,2,50,4.0,1.8,2.5,0.3,19.0,6.3,21.1,14.5,50.9,4.2,'22-23
14,Alondes Williams,BKN,23,193.04,210.0,Wake Forest,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,1.0,0.0,-53.0,0.0,25.0,14.3,0.0,0.0,'22-23
15,Alperen Sengun,HOU,20,210.82,243.0,None,Turkey,2021,1,16,50.0,15.4,8.8,3.8,-7.6,11.0,19.8,21.7,62.1,20.0,'22-23
16,Amir Coffey,LAC,25,200.66,210.0,Minnesota,USA,Undrafted,Undrafted,Undrafted,38.0,3.9,1.3,1.3,-6.9,2.7,5.5,12.5,49.6,12.5,'22-23
17,Andre Drummond,CHI,29,210.82,279.0,Connecticut,USA,2012,1,9,41.0,6.6,6.8,0.6,4.2,16.4,35.1,20.0,62.7,7.1,'22-23
18,Andre Iguodala,GSW,39,198.12,215.0,Arizona,USA,2004,1,9,3.0,2.3,2.3,1.7,18.8,2.2,12.2,8.4,87.5,13.5,'22-23
19,Andrew Nembhard,IND,23,190.5,191.0,Gonzaga,Canada,2022,2,31,49.0,8.5,2.9,4.1,-4.6,1.8,8.3,14.8,52.2,20.1,'22-23
20,Andrew Wiggins,GSW,27,200.66,197.0,Kansas,Canada,2014,1,1,35.0,16.9,5.0,2.3,4.6,5.0,9.9,21.2,56.4,10.0,'22-23
21,Anfernee Simons,POR,23,190.5,181.0,None,USA,2018,1,24,53.0,21.8,2.7,4.2,-0.8,0.8,6.8,24.6,59.4,18.4,'22-23
22,Anthony Davis,LAL,29,208.28,253.0,Kentucky,USA,2012,1,1,31.0,26.7,11.9,2.5,2.1,9.6,24.5,27.7,64.6,12.7,'22-23
23,Anthony Edwards,MIN,21,193.04,225.0,Georgia,USA,2020,1,1,58.0,24.7,6.0,4.6,1.9,1.7,14.3,28.8,57.2,19.4,'22-23
24,Anthony Gill,WAS,30,203.2,230.0,Virginia,USA,Undrafted,Undrafted,Undrafted,38.0,3.2,1.5,0.5,-0.1,5.3,9.1,10.3,65.8,7.2,'22-23
25,Anthony Lamb,GSW,25,198.12,227.0,Vermont,USA,Undrafted,Undrafted,Undrafted,42.0,7.2,3.3,1.7,-2.1,4.1,12.7,13.9,65.1,12.2,'22-23
26,Austin Reaves,LAL,24,195.58,197.0,Oklahoma,USA,Undrafted,Undrafted,Undrafted,37.0,10.5,3.0,2.2,1.7,2.3,7.8,13.6,64.1,9.9,'22-23
27,Austin Rivers,MIN,30,193.04,200.0,Duke,USA,2012,1,10,43.0,5.5,1.8,1.6,-4.3,0.5,8.2,10.2,59.5,9.7,'22-23
28,Ayo Dosunmu,CHI,23,195.58,200.0,Illinois,USA,2021,2,38,52.0,9.8,3.1,2.8,-2.4,2.5,8.3,14.8,59.4,13.6,'22-23
29,Bam Adebayo,MIA,25,205.74,255.0,Kentucky,USA,2017,1,14,50.0,21.8,10.0,3.2,3.4,8.0,21.4,25.9,59.5,15.2,'22-23
30,Ben Simmons,BKN,26,208.28,240.0,Louisiana State,Australia,2016,1,1,38.0,7.2,6.4,6.4,2.9,3.9,18.3,14.3,55.9,29.8,'22-23
31,Bennedict Mathurin,IND,20,195.58,210.0,Arizona,Canada,2022,1,6,56.0,17.1,4.1,1.4,-2.2,3.5,10.6,24.4,56.0,7.6,'22-23
32,Bismack Biyombo,PHX,30,203.2,255.0,None,DRC,2011,1,7,43.0,3.9,4.1,1.0,5.7,7.5,19.1,13.4,53.4,9.3,'22-23
33,Blake Griffin,BOS,33,205.74,250.0,Oklahoma,USA,2009,1,1,23.0,4.3,3.2,1.1,7.1,5.8,18.5,12.7,61.8,10.7,'22-23
34,Blake Wesley,SAS,19,193.04,185.0,Notre Dame,USA,2022,1,25,11.0,4.5,1.2,1.3,-26.1,1.4,8.8,19.4,51.5,17.1,'22-23
35,Boban Marjanovic,HOU,34,223.52,290.0,None,Serbia,Undrafted,Undrafted,Undrafted,17.0,2.8,1.5,0.2,21.8,11.0,25.0,20.2,70.9,8.3,'22-23
36,Bobby Portis,MIL,27,210.82,250.0,Arkansas,USA,2015,1,22,47.0,14.4,10.1,1.8,0.1,8.9,25.8,21.1,57.1,10.5,'22-23
37,Bogdan Bogdanovic,ATL,30,195.58,225.0,None,Serbia,2014,1,27,30.0,15.2,3.5,3.1,-2.7,1.3,9.7,21.0,55.6,14.3,'22-23
38,Bojan Bogdanovic,DET,33,200.66,226.0,None,Croatia,2011,2,31,53.0,21.3,3.6,2.6,-8.7,1.7,9.8,24.9,62.8,13.5,'22-23
39,Bol Bol,ORL,23,218.44,220.0,Oregon,Sudan,2019,2,44,50.0,10.6,6.4,0.9,-5.2,5.1,21.6,18.1,63.3,5.6,'22-23
40,Bones Hyland,DEN,22,187.96,169.0,Virginia Commonwealth,USA,2021,1,26,42.0,12.1,2.0,3.0,-8.4,1.2,9.8,27.6,54.0,24.1,'22-23
41,Bradley Beal,WAS,29,193.04,207.0,Florida,USA,2012,1,3,32.0,22.2,3.5,5.2,2.4,2.7,7.8,27.2,60.6,25.1,'22-23
42,Brandon Boston Jr.,LAC,21,198.12,188.0,Kentucky,USA,2021,2,51,19.0,6.4,1.4,1.0,-4.7,2.6,9.7,23.5,49.2,13.9,'22-23
43,Brandon Clarke,MEM,26,203.2,215.0,Gonzaga,Canada,2019,1,21,48.0,10.4,5.6,1.2,0.4,7.6,18.0,17.8,68.7,9.2,'22-23
44,Brandon Ingram,NOP,25,203.2,190.0,Duke,USA,2016,1,2,21.0,21.6,5.1,5.1,5.4,1.5,14.6,29.3,56.2,24.2,'22-23
45,Braxton Key,DET,25,203.2,225.0,Virginia,USA,Undrafted,Undrafted,Undrafted,3.0,1.3,0.3,0.0,-4.5,0.0,6.7,9.1,106.4,0.0,'22-23
46,Brook Lopez,MIL,34,215.9,282.0,Stanford,USA,2008,1,10,53.0,14.3,6.4,1.2,3.6,5.8,13.2,17.7,60.6,5.7,'22-23
47,Bruce Brown,DEN,26,193.04,202.0,Miami,USA,2018,2,42,54.0,11.2,4.0,3.6,1.5,2.7,11.5,16.6,58.3,17.2,'22-23
48,Bruno Fernando,HOU,24,208.28,240.0,Maryland,Angola,2019,2,34,31.0,4.1,3.9,1.0,-9.3,12.3,18.9,14.9,56.1,12.4,'22-23
49,Bryce McGowens,CHA,20,198.12,175.0,Nebraska,USA,2022,2,40,22.0,3.6,1.6,1.0,-6.8,2.5,8.9,12.2,48.3,9.1,'22-23
50,Bryn Forbes,MIN,29,187.96,205.0,Michigan State,USA,Undrafted,Undrafted,Undrafted,25.0,3.6,0.6,0.7,-8.5,1.5,4.0,15.5,49.7,8.7,'22-23
51,Buddy Boeheim,DET,23,198.12,205.0,Syracuse,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,'22-23
52,Buddy Hield,IND,30,193.04,220.0,Oklahoma,Bahamas,2016,1,6,56.0,17.6,5.0,2.7,-1.5,2.5,12.6,20.7,61.1,12.5,'22-23
53,CJ McCollum,NOP,31,190.5,190.0,Lehigh,USA,2013,1,10,50.0,21.3,4.4,5.9,1.8,2.1,10.2,26.5,54.3,25.0,'22-23
54,Cade Cunningham,DET,21,200.66,220.0,Oklahoma State,USA,2021,1,1,12.0,19.9,6.2,6.0,-6.1,2.7,14.8,28.7,49.2,30.6,'22-23
55,Caleb Houstan,ORL,20,203.2,205.0,Michigan,Canada,2022,2,32,31.0,4.1,2.3,0.6,-5.0,4.4,9.9,10.5,55.4,5.0,'22-23
56,Caleb Martin,MIA,27,195.58,205.0,Nevada,USA,Undrafted,Undrafted,Undrafted,45.0,10.2,5.1,1.7,1.1,4.6,12.7,14.4,56.4,7.9,'22-23
57,Cam Reddish,NYK,23,200.66,217.0,Duke,USA,2019,1,10,20.0,8.4,1.6,1.0,-1.6,1.5,5.1,15.5,55.8,6.2,'22-23
58,Cam Thomas,BKN,21,190.5,210.0,Louisiana State,Japan,2021,1,27,37.0,10.4,1.6,1.5,3.8,1.1,8.5,26.4,59.2,14.6,'22-23
59,Cameron Johnson,PHX,26,203.2,210.0,North Carolina,USA,2019,1,11,17.0,13.9,3.8,1.5,11.1,3.4,10.8,19.5,62.9,8.8,'22-23
60,Cameron Payne,PHX,28,185.42,183.0,Murray State,USA,2015,1,14,28.0,12.1,2.3,5.3,3.1,1.3,8.6,23.9,51.6,30.6,'22-23
61,Caris LeVert,CLE,28,198.12,205.0,Michigan,USA,2016,1,20,51.0,12.5,4.0,3.8,2.9,2.4,10.9,19.4,51.7,18.1,'22-23
62,Carlik Jones,CHI,25,182.88,174.0,Louisville,USA,Undrafted,Undrafted,Undrafted,1.0,2.0,0.0,0.0,-66.7,0.0,0.0,25.0,100,0.0,'22-23
63,Cedi Osman,CLE,27,200.66,230.0,None,Turkey,2015,2,31,55.0,9.1,2.2,1.5,8.0,1.5,9.3,17.8,57.5,10.6,'22-23
64,Charles Bassey,SAS,22,205.74,230.0,Western Kentucky,Nigeria,2021,2,53,24.0,4.7,5.2,1.2,-2.1,13.3,24.4,13.7,69.5,11.6,'22-23
65,Chima Moneke,SAC,27,195.58,223.0,Cal-Davis,Nigeria,Undrafted,Undrafted,Undrafted,2.0,1.0,1.0,0.5,-57.2,25.0,0.0,25.0,34.7,25.0,'22-23
66,Chimezie Metu,SAC,25,205.74,225.0,Southern California,USA,2018,2,49,41.0,5.1,3.1,0.7,4.3,6.8,20.1,16.7,65.3,8.8,'22-23
67,Chris Boucher,TOR,30,205.74,200.0,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,50.0,9.9,5.9,0.5,-1.4,9.8,19.5,17.8,58.7,3.4,'22-23
68,Chris Duarte,IND,25,195.58,190.0,Oregon,Dominican Republic,2021,1,13,33.0,7.7,2.4,1.5,-6.2,1.5,10.9,18.5,48.6,11.6,'22-23
69,Chris Paul,PHX,37,182.88,175.0,Wake Forest,USA,2005,1,4,35.0,13.6,4.3,8.7,0.3,1.2,12.3,19.5,55.7,39.5,'22-23
70,Chris Silva,DAL,26,203.2,234.0,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,1.0,2.0,0.0,0.0,12.5,0.0,0.0,25.0,100,0.0,'22-23
71,Christian Braun,DEN,21,198.12,220.0,Kansas,USA,2022,1,21,50.0,4.2,2.3,0.7,-4.0,4.5,11.4,12.0,55.7,6.3,'22-23
72,Christian Koloko,TOR,22,213.36,230.0,Arizona,Cameroon,2022,2,33,45.0,3.5,3.2,0.5,9.1,9.4,11.6,10.3,53.3,4.4,'22-23
73,Christian Wood,DAL,27,205.74,214.0,UNLV,USA,Undrafted,Undrafted,Undrafted,44.0,17.8,8.4,1.7,0.5,5.3,25.1,25.6,63.2,10.5,'22-23
74,Chuma Okeke,ORL,24,203.2,229.0,Auburn,USA,2019,1,16,18.0,5.4,4.2,1.4,-8.7,5.3,13.1,11.4,50.9,9.0,'22-23
75,Clint Capela,ATL,28,208.28,256.0,None,Switzerland,2014,1,25,39.0,12.1,11.4,0.7,-0.5,14.6,26.5,15.3,64.0,3.7,'22-23
76,Coby White,CHI,22,195.58,195.0,North Carolina,USA,2019,1,7,46.0,8.5,2.6,1.9,1.4,0.9,10.7,16.3,55.1,12.0,'22-23
77,Cody Martin,CHA,27,198.12,205.0,Nevada,USA,2019,2,36,7.0,5.0,3.4,1.6,-9.7,5.6,10.9,12.1,44.8,11.1,'22-23
78,Cole Anthony,ORL,22,190.5,185.0,North Carolina,USA,2020,1,15,37.0,12.0,4.5,4.0,-3.0,2.4,15.3,20.7,56.3,24.3,'22-23
79,Cole Swider,LAL,23,205.74,220.0,Syracuse,USA,Undrafted,Undrafted,Undrafted,5.0,1.8,1.4,0.8,-2.6,2.5,17.6,9.7,50.0,11.8,'22-23
80,Collin Sexton,UTA,24,187.96,190.0,Alabama,USA,2018,1,8,43.0,14.3,2.2,2.7,0.6,3.5,5.5,22.7,62.6,16.7,'22-23
81,Corey Kispert,WAS,23,198.12,224.0,Gonzaga,USA,2021,1,15,46.0,9.5,2.7,1.3,-1.8,1.6,7.9,13.0,63.2,6.5,'22-23
82,Cory Joseph,DET,31,190.5,200.0,Texas,Canada,2011,1,29,37.0,4.6,1.3,3.2,-2.9,1.6,6.7,14.0,49.1,28.0,'22-23
83,D'Angelo Russell,MIN,26,193.04,193.0,Ohio State,USA,2015,1,2,54.0,17.9,3.1,6.2,-1.6,1.6,7.5,22.5,60.4,27.4,'22-23
84,Daishen Nix,HOU,20,193.04,226.0,None,USA,Undrafted,Undrafted,Undrafted,40.0,3.7,1.7,2.6,-4.0,1.8,9.2,13.7,46.9,21.8,'22-23
85,Dalano Banton,TOR,23,200.66,204.0,Nebraska,Canada,2021,2,46,24.0,4.8,1.4,1.2,-11.8,3.5,10.9,21.8,51.1,19.2,'22-23
86,Dalen Terry,CHI,20,200.66,195.0,Arizona,USA,2022,1,18,20.0,0.9,0.4,0.4,-7.7,1.7,8.3,16.3,43.6,15.9,'22-23
87,Damian Jones,LAL,27,210.82,245.0,Vanderbilt,USA,2016,1,30,22.0,2.5,2.5,0.2,-10.5,9.2,18.3,12.6,60.0,3.7,'22-23
88,Damian Lillard,POR,32,187.96,195.0,Weber State,USA,2012,1,6,43.0,30.9,4.2,7.3,3.6,1.9,9.9,31.8,64.3,32.9,'22-23
89,Damion Lee,PHX,30,195.58,210.0,Drexel,USA,Undrafted,Undrafted,Undrafted,56.0,9.0,3.3,1.5,4.7,2.0,12.7,15.0,62.5,9.4,'22-23
90,Daniel Gafford,WAS,24,208.28,234.0,Arkansas,USA,2019,2,38,52.0,8.4,5.3,0.8,1.4,10.5,16.2,14.8,73.6,6.4,'22-23
91,Daniel Theis,IND,30,203.2,245.0,None,Germany,Undrafted,Undrafted,Undrafted,4.0,6.0,2.5,0.5,-3.1,1.7,16.4,18.3,55.5,5.1,'22-23
92,Danny Green,MEM,35,198.12,215.0,North Carolina,USA,2009,2,46,3.0,3.0,1.3,0.7,-3.4,2.6,5.7,14.4,40.9,6.7,'22-23
93,Danuel House Jr.,PHI,29,198.12,220.0,Texas A&M,USA,Undrafted,Undrafted,Undrafted,35.0,4.6,1.8,0.7,-2.2,1.6,10.1,12.1,60.2,6.7,'22-23
94,Dario Saric,PHX,28,208.28,225.0,None,Croatia,2014,1,12,37.0,5.8,3.8,1.5,-3.5,7.3,20.4,18.0,54.5,15.1,'22-23
95,Darius Bazley,OKC,22,205.74,216.0,None,USA,2019,1,23,36.0,5.4,3.4,0.9,-1.4,5.0,15.4,15.9,52.5,8.1,'22-23
96,Darius Days,HOU,23,200.66,245.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,1.0,2.0,2.0,1.0,-70.0,25.0,100,12.5,100,50.0,'22-23
97,Darius Garland,CLE,23,185.42,192.0,Vanderbilt,USA,2019,1,5,47.0,22.0,2.8,8.1,7.6,1.3,6.9,26.5,59.2,34.6,'22-23
98,David Duke Jr.,BKN,23,193.04,204.0,Providence,USA,Undrafted,Undrafted,Undrafted,15.0,3.1,1.0,0.8,-9.2,4.6,6.9,19.0,46.4,14.1,'22-23
99,David Roddy,MEM,21,193.04,255.0,Colorado State,USA,2022,1,23,45.0,6.4,2.7,0.7,-3.2,3.4,10.2,16.1,50.3,5.1,'22-23
100,Davion Mitchell,SAC,24,182.88,202.0,Baylor,USA,2021,1,9,53.0,5.8,1.4,2.2,2.3,1.3,6.6,14.7,54.8,16.9,'22-23
101,Davis Bertans,DAL,30,208.28,225.0,None,Latvia,2011,2,42,34.0,4.1,0.9,0.4,-6.9,1.7,7.4,15.0,60.6,5.4,'22-23
102,Davon Reed,DEN,27,195.58,206.0,Miami,USA,2017,2,32,35.0,2.3,1.6,0.5,-14.5,3.0,15.0,14.6,45.6,8.9,'22-23
103,Day'Ron Sharpe,BKN,21,205.74,265.0,North Carolina,USA,2021,1,29,29.0,3.7,3.5,0.7,-14.5,15.9,20.3,17.2,56.8,10.2,'22-23
104,De'Aaron Fox,SAC,25,190.5,185.0,Kentucky,USA,2017,1,5,49.0,24.2,4.3,6.3,2.6,1.3,11.5,28.0,58.9,28.2,'22-23
105,De'Andre Hunter,ATL,25,203.2,221.0,Virginia,USA,2019,1,4,45.0,15.7,4.3,1.4,0.7,2.0,11.1,19.7,56.8,6.0,'22-23
106,De'Anthony Melton,PHI,24,187.96,200.0,Southern California,USA,2018,2,46,50.0,11.0,4.4,2.8,2.3,3.5,12.1,16.9,56.8,13.7,'22-23
107,DeAndre Jordan,DEN,34,210.82,265.0,Texas A&M,USA,2008,2,35,33.0,4.8,4.9,0.9,-8.4,8.9,24.4,13.1,72.4,8.9,'22-23
108,DeMar DeRozan,CHI,33,198.12,220.0,Southern California,USA,2009,1,9,50.0,25.9,4.8,5.0,2.4,1.3,12.0,28.1,59.9,21.8,'22-23
109,Dean Wade,CLE,26,205.74,228.0,Kansas State,USA,Undrafted,Undrafted,Undrafted,27.0,6.0,3.9,1.0,10.4,2.3,14.6,9.9,62.7,6.0,'22-23
110,Deandre Ayton,PHX,24,213.36,250.0,Arizona,Bahamas,2018,1,1,47.0,18.4,10.3,2.1,-3.0,9.4,26.0,24.2,61.2,11.5,'22-23
111,Dejounte Murray,ATL,26,195.58,180.0,Washington,USA,2016,1,29,50.0,21.1,5.4,6.3,-0.5,1.9,12.7,24.6,54.5,25.1,'22-23
112,Delon Wright,WAS,30,195.58,185.0,Utah,USA,2015,1,20,25.0,5.8,3.2,3.7,1.0,4.4,9.5,12.2,52.2,22.4,'22-23
113,Deni Avdija,WAS,22,205.74,210.0,None,Israel,2020,1,9,52.0,9.1,6.3,2.5,-1.0,4.1,18.8,16.1,53.6,12.9,'22-23
114,Dennis Schroder,LAL,29,185.42,172.0,None,Germany,2013,1,17,41.0,12.0,2.7,4.0,0.2,1.0,7.2,17.1,54.7,17.1,'22-23
115,Dennis Smith Jr.,CHA,25,187.96,205.0,North Carolina State,USA,2017,1,9,34.0,8.1,2.7,4.4,-3.2,1.5,8.8,16.8,47.2,25.8,'22-23
116,Deonte Burton,SAC,29,193.04,240.0,Iowa State,USA,Undrafted,Undrafted,Undrafted,2.0,0.0,0.0,0.0,51.8,0.0,0.0,13.3,0.0,0.0,'22-23
117,Dereon Seabron,NOP,22,195.58,180.0,North Carolina State,USA,Undrafted,Undrafted,Undrafted,4.0,1.0,0.3,0.0,50.0,16.7,0.0,22.2,50.0,0.0,'22-23
118,Derrick Jones Jr.,CHI,25,198.12,210.0,UNLV,USA,Undrafted,Undrafted,Undrafted,43.0,5.5,2.6,0.7,3.5,6.0,10.2,13.1,62.5,5.7,'22-23
119,Derrick Rose,NYK,34,190.5,200.0,Memphis,USA,2008,1,1,26.0,5.8,1.5,1.8,-2.9,2.2,8.3,21.7,47.4,20.9,'22-23
120,Derrick White,BOS,28,193.04,190.0,Colorado,USA,2017,1,29,55.0,10.9,3.3,3.5,9.9,2.1,9.8,16.4,59.3,17.7,'22-23
121,Desmond Bane,MEM,24,195.58,215.0,TCU,USA,2020,1,30,32.0,21.6,4.8,4.1,7.6,1.7,12.3,25.4,60.3,19.3,'22-23
122,Devin Booker,PHX,26,195.58,206.0,Kentucky,USA,2015,1,13,30.0,26.8,4.6,5.6,5.5,2.3,11.4,31.2,58.3,25.2,'22-23
123,Devin Vassell,SAS,22,195.58,200.0,Florida State,USA,2020,1,11,29.0,19.4,4.0,3.6,-11.8,0.6,12.9,24.2,56.2,17.2,'22-23
124,Devon Dotson,WAS,23,185.42,185.0,Kansas,USA,Undrafted,Undrafted,Undrafted,6.0,0.5,1.7,1.3,-5.7,10.7,8.5,10.2,15.0,21.1,'22-23
125,Devonte' Graham,NOP,27,185.42,195.0,Kansas,USA,2018,2,34,53.0,5.3,1.4,2.2,1.3,1.4,7.8,14.5,54.5,19.9,'22-23
126,Dewayne Dedmon,SAS,33,208.28,245.0,Southern California,USA,Undrafted,Undrafted,Undrafted,30.0,5.7,3.6,0.5,-10.4,7.3,22.9,20.1,57.6,8.3,'22-23
127,Dillon Brooks,MEM,27,198.12,225.0,Oregon,Canada,2017,2,45,49.0,15.1,3.3,2.7,7.0,1.8,8.3,22.4,48.3,11.9,'22-23
128,Domantas Sabonis,SAC,26,215.9,240.0,Gonzaga,Lithuania,2016,1,11,52.0,18.7,12.2,7.0,5.4,8.9,28.1,21.0,66.7,29.0,'22-23
129,Dominick Barlow,SAS,19,205.74,215.0,None,USA,Undrafted,Undrafted,Undrafted,6.0,3.0,1.2,0.7,-1.7,7.5,10.5,17.2,61.5,16.7,'22-23
130,Donovan Mitchell,CLE,26,185.42,215.0,Louisville,USA,2017,1,13,46.0,26.8,3.9,4.9,5.6,2.6,8.9,30.3,61.0,23.0,'22-23
131,Donte DiVincenzo,GSW,26,193.04,203.0,Villanova,USA,2018,1,17,45.0,8.8,4.4,3.3,2.0,3.6,13.5,14.4,58.8,17.6,'22-23
132,Dorian Finney-Smith,BKN,29,200.66,220.0,Florida,USA,Undrafted,Undrafted,Undrafted,40.0,9.1,4.7,1.5,0.4,5.2,10.3,12.6,55.7,6.5,'22-23
133,Doug McDermott,SAS,31,198.12,225.0,Creighton,USA,2014,1,11,49.0,9.9,2.2,1.5,-8.8,1.3,9.3,18.1,59.1,9.9,'22-23
134,Draymond Green,GSW,32,198.12,230.0,Michigan State,USA,2012,2,35,49.0,8.0,7.5,6.8,5.0,2.7,19.3,12.3,58.2,26.5,'22-23
135,Drew Eubanks,POR,26,208.28,245.0,Oregon State,USA,Undrafted,Undrafted,Undrafted,53.0,5.9,4.7,1.1,0.1,8.2,16.8,11.0,70.9,8.1,'22-23
136,Dru Smith,BKN,25,190.5,203.0,Missouri,USA,Undrafted,Undrafted,Undrafted,7.0,2.6,2.1,1.3,-13.5,1.1,14.6,10.5,45.0,13.6,'22-23
137,Duane Washington Jr.,PHX,22,187.96,197.0,Ohio State,Germany,Undrafted,Undrafted,Undrafted,31.0,7.9,1.2,2.0,-0.5,0.4,8.5,29.8,45.8,26.0,'22-23
138,Duncan Robinson,MIA,28,200.66,215.0,Michigan,USA,Undrafted,Undrafted,Undrafted,28.0,6.9,1.9,1.2,-2.2,1.4,9.9,17.2,52.8,9.9,'22-23
