,#,team,gp,w,l,min,"%fga
2pt","%fga
3pt","%pts
2pt","%pts
2pt- mr","%pts
3pt","%pts
fbps","%pts
ft","%pts
offto","%pts
pitp","2fgm
%ast","2fgm
%uast","3fgm
%ast","3fgm
%uast","fgm
%ast","fgm
%uast",season
17,18,Orlando Magic,73,33,40,48.1,63.6,36.4,52.7,10.4,30.9,11.1,16.4,15.9,42.3,51.1,48.9,85.9,14.1,60.8,39.2,'19-20
18,19,San Antonio Spurs,71,32,39,48.5,68.2,31.8,55.2,17.0,28.2,11.7,16.6,13.8,38.2,48.1,51.9,88.8,11.2,58.5,41.5,'19-20
19,20,Sacramento Kings,72,31,41,48.5,60.5,39.5,51.2,8.5,34.6,11.6,14.2,15.8,42.7,47.1,52.9,82.8,17.2,58.2,41.8,'19-20
20,21,New Orleans Pelicans,72,30,42,48.4,59.7,40.3,49.9,6.9,35.3,14.3,14.7,14.4,43.0,51.6,48.4,87.4,12.6,63.0,37.0,'19-20
21,22,Washington Wizards,72,25,47,48.2,64.2,35.8,51.6,11.7,31.5,11.7,16.9,16.2,39.9,50.9,49.1,83.2,16.8,60.2,39.8,'19-20
22,23,Charlotte Hornets,65,23,42,48.5,60.1,39.9,49.1,3.9,35.2,11.3,15.7,15.7,45.2,56.0,44.0,80.3,19.7,63.9,36.1,'19-20
23,24,Chicago Bulls,65,22,43,48.2,60.4,39.6,51.3,5.0,34.3,13.9,14.5,19.8,46.3,48.7,51.3,81.2,18.8,58.7,41.3,'19-20
24,25,New York Knicks,66,21,45,48.4,68.2,31.8,57.5,11.5,27.1,8.9,15.4,14.9,45.9,45.1,54.9,87.2,12.8,55.2,44.8,'19-20
25,26,Atlanta Hawks,67,20,47,48.6,60.2,39.8,51.2,6.1,32.3,11.5,16.5,15.0,45.1,52.5,47.5,74.3,25.7,58.9,41.1,'19-20
26,26,Detroit Pistons,66,20,46,48.4,61.9,38.1,51.0,6.0,33.5,10.2,15.5,14.8,45.0,49.9,50.1,87.1,12.9,61.2,38.8,'19-20
27,28,Cleveland Cavaliers,65,19,46,48.4,63.8,36.2,54.5,8.4,31.4,9.9,14.1,13.4,46.1,47.2,52.8,83.5,16.5,57.3,42.7,'19-20
28,28,Minnesota Timberwolves,64,19,45,48.6,56.7,43.3,47.8,4.4,35.3,9.9,16.9,14.7,43.4,49.0,51.0,79.1,20.9,59.0,41.0,'19-20
29,30,Golden State Warriors,65,15,50,48.4,64.5,35.5,53.0,11.8,29.4,12.9,17.6,16.0,41.2,59.7,40.3,84.1,15.9,66.3,33.7,'19-20
0,1,Utah Jazz,72,52,20,48.2,51.2,48.8,42.1,4.2,43.1,10.2,14.7,12.1,38.0,44.4,55.6,76.3,23.7,57.3,42.7,'20-21
1,2,Phoenix Suns,72,51,21,48.6,60.8,39.2,52.5,13.2,34.0,11.3,13.5,13.9,39.3,52.4,47.6,84.9,15.1,62.2,37.8,'20-21
2,3,Philadelphia 76ers,72,49,23,48.4,65.3,34.7,53.0,11.4,29.7,13.4,17.2,15.9,41.6,45.2,54.8,89.4,10.6,57.2,42.8,'20-21
3,4,Brooklyn Nets,72,48,24,48.3,58.7,41.3,48.9,7.4,35.8,12.1,15.3,13.3,41.5,53.6,46.4,79.5,20.5,62.1,37.9,'20-21
4,5,Denver Nuggets,72,47,25,48.6,61.7,38.3,52.8,9.6,33.6,10.8,13.6,15.6,43.2,52.3,47.7,85.1,14.9,62.1,37.9,'20-21
5,5,LA Clippers,72,47,25,48.0,60.0,40.0,48.3,11.3,37.5,9.1,14.2,14.0,37.0,45.4,54.6,83.4,16.6,58.4,41.6,'20-21
6,7,Milwaukee Bucks,72,46,26,48.1,59.6,40.4,50.5,9.9,36.0,12.1,13.5,13.6,40.6,46.8,53.2,78.2,21.8,56.9,43.1,'20-21
7,8,Dallas Mavericks,72,42,30,48.1,56.4,43.6,48.5,9.2,36.8,10.1,14.6,12.9,39.3,44.5,55.5,77.8,22.2,55.7,44.3,'20-21
8,8,Los Angeles Lakers,72,42,30,48.5,63.7,36.3,54.0,8.4,30.3,12.1,15.7,15.9,45.6,50.6,49.4,87.7,12.3,60.7,39.3,'20-21
9,8,Portland Trail Blazers,72,42,30,48.1,55.2,44.8,44.0,10.2,40.6,10.0,15.3,12.9,33.9,40.5,59.5,69.3,30.7,51.5,48.5,'20-21
10,11,Atlanta Hawks,72,41,31,48.3,61.8,38.2,49.9,7.8,32.8,8.8,17.3,12.9,42.0,50.4,49.6,79.1,20.9,59.1,40.9,'20-21
11,11,New York Knicks,72,41,31,48.4,65.3,34.7,51.7,10.6,33.0,8.3,15.3,14.1,41.1,41.6,58.4,84.2,15.8,54.3,45.7,'20-21
12,13,Miami Heat,72,40,32,48.3,56.8,43.2,48.6,7.6,35.9,11.0,15.4,16.4,41.1,56.2,43.8,89.3,10.7,67.1,32.9,'20-21
13,14,Golden State Warriors,72,39,33,48.1,56.1,43.9,47.0,7.1,38.4,12.7,14.6,15.3,39.9,59.5,40.5,80.6,19.4,67.0,33.0,'20-21
14,15,Memphis Grizzlies,72,38,34,48.3,65.8,34.2,56.0,6.7,29.5,15.3,14.5,16.3,49.3,54.3,45.7,87.2,12.8,62.8,37.2,'20-21
15,16,Boston Celtics,72,36,36,48.3,59.1,40.9,49.5,8.4,36.2,10.5,14.3,15.8,41.1,47.8,52.2,74.6,25.4,56.6,43.4,'20-21
16,17,Indiana Pacers,72,34,38,48.5,62.8,37.2,53.6,6.8,32.1,14.4,14.2,15.6,46.8,53.5,46.5,88.0,12.0,63.3,36.7,'20-21
17,17,Washington Wizards,72,34,38,48.3,68.1,31.9,56.6,11.3,26.2,9.6,17.3,15.4,45.2,50.1,49.9,88.0,12.0,59.0,41.0,'20-21
18,19,Charlotte Hornets,72,33,39,48.2,57.8,42.2,48.0,6.0,37.5,12.4,14.5,16.2,42.0,58.9,41.1,83.1,16.9,67.2,32.8,'20-21
19,19,San Antonio Spurs,72,33,39,48.6,68.6,31.4,57.5,14.4,26.9,10.6,15.7,14.2,43.0,49.2,50.8,87.7,12.3,58.4,41.6,'20-21
20,21,Chicago Bulls,72,31,41,48.3,61.7,38.3,53.5,8.9,34.0,10.4,12.5,13.1,44.6,54.9,45.1,83.8,16.2,63.5,36.5,'20-21
21,21,New Orleans Pelicans,72,31,41,48.4,65.8,34.2,55.7,8.2,27.7,12.3,16.6,13.3,47.5,52.6,47.4,87.1,12.9,61.2,38.8,'20-21
22,21,Sacramento Kings,72,31,41,48.1,62.4,37.6,53.6,6.7,32.0,12.4,14.4,14.4,46.9,51.6,48.4,80.5,19.5,59.9,40.1,'20-21
23,24,Toronto Raptors,72,27,45,48.1,55.6,44.4,45.4,6.2,39.0,12.3,15.6,16.7,39.2,48.3,51.7,82.2,17.8,60.7,39.3,'20-21
24,25,Minnesota Timberwolves,72,23,49,48.3,58.7,41.3,49.3,5.3,35.1,10.8,15.7,16.5,44.0,53.2,46.8,83.5,16.5,63.0,37.0,'20-21
25,26,Cleveland Cavaliers,72,22,50,48.4,65.3,34.7,55.1,5.9,28.9,10.9,16.1,15.7,49.1,54.0,46.0,84.0,16.0,61.8,38.2,'20-21
26,26,Oklahoma City Thunder,72,22,50,48.2,60.1,39.9,51.3,5.8,34.0,8.8,14.7,13.6,45.4,45.5,54.5,82.4,17.6,56.8,43.2,'20-21
27,28,Orlando Magic,72,21,51,48.1,64.4,35.6,52.6,12.6,31.4,9.9,16.0,12.9,40.0,46.9,53.1,82.7,17.3,57.0,43.0,'20-21
28,29,Detroit Pistons,72,20,52,48.4,61.5,38.5,50.8,6.4,32.5,10.0,16.6,15.5,44.5,50.9,49.1,90.1,9.9,62.6,37.4,'20-21
29,30,Houston Rockets,72,17,55,48.1,54.1,45.9,46.8,3.9,38.0,10.2,15.2,16.6,42.9,48.6,51.4,81.4,18.6,60.1,39.9,'20-21
0,1,Phoenix Suns,82,64,18,48.1,64.6,35.4,55.9,12.5,30.3,10.9,13.8,15.7,43.3,55.2,44.8,83.2,16.8,62.7,37.3,'21-22
1,2,Memphis Grizzlies,82,56,26,48.2,65.4,34.6,55.4,5.6,29.9,15.3,14.7,15.8,49.8,50.4,49.6,85.4,14.6,59.7,40.3,'21-22
2,3,Golden State Warriors,82,53,29,48.1,54.4,45.6,47.2,6.9,38.8,12.4,14.1,15.9,40.2,59.5,40.5,80.4,19.6,66.9,33.1,'21-22
3,3,Miami Heat,82,53,29,48.4,57.8,42.2,47.3,8.2,37.0,9.9,15.7,15.7,39.1,53.7,46.3,84.9,15.1,64.4,35.6,'21-22
4,5,Dallas Mavericks,82,52,30,48.2,56.1,43.9,48.5,8.8,36.3,9.3,15.1,13.8,39.7,50.2,49.8,78.3,21.7,59.5,40.5,'21-22
5,6,Boston Celtics,82,51,31,48.5,57.5,42.5,49.2,7.6,35.5,9.9,15.2,14.6,41.6,51.2,48.8,81.3,18.7,60.9,39.1,'21-22
6,6,Milwaukee Bucks,82,51,31,48.2,57.0,43.0,48.1,9.1,36.5,11.4,15.4,13.0,38.9,46.1,53.9,78.9,21.1,57.2,42.8,'21-22
7,6,Philadelphia 76ers,82,51,31,48.3,62.4,37.6,50.6,9.7,31.6,11.1,17.8,14.3,40.9,50.5,49.5,83.5,16.5,60.2,39.8,'21-22
8,9,Utah Jazz,82,49,33,48.1,53.2,46.8,45.8,3.7,38.4,8.9,15.8,13.0,42.1,45.4,54.6,72.7,27.3,55.2,44.8,'21-22
9,10,Denver Nuggets,82,48,34,48.3,58.4,41.6,51.4,7.7,33.7,12.0,14.8,13.8,43.7,58.4,41.6,85.7,14.3,66.7,33.3,'21-22
10,10,Toronto Raptors,82,48,34,48.4,62.5,37.5,52.5,9.4,32.7,14.5,14.8,17.3,43.1,43.4,56.6,80.4,19.6,54.3,45.7,'21-22
11,12,Chicago Bulls,82,46,36,48.1,66.8,33.2,55.7,14.7,28.6,11.4,15.7,14.7,41.0,47.6,52.4,85.2,14.8,57.2,42.8,'21-22
12,12,Minnesota Timberwolves,82,46,36,48.2,54.6,45.4,46.3,5.2,38.2,13.1,15.5,17.1,41.1,51.9,48.1,79.7,20.3,61.7,38.3,'21-22
13,14,Brooklyn Nets,82,44,38,48.2,64.1,35.9,54.1,13.4,30.5,12.2,15.5,13.9,40.7,54.1,45.9,76.4,23.6,60.2,39.8,'21-22
14,14,Cleveland Cavaliers,82,44,38,48.1,61.3,38.7,52.1,7.2,32.3,10.4,15.6,14.7,44.9,55.6,44.4,82.2,17.8,63.4,36.6,'21-22
15,16,Atlanta Hawks,82,43,39,48.1,61.0,39.0,50.2,10.1,33.9,8.5,15.9,13.7,40.1,52.9,47.1,73.5,26.5,59.3,40.7,'21-22
16,16,Charlotte Hornets,82,43,39,48.5,58.2,41.8,50.0,5.5,36.3,14.1,13.7,16.1,44.6,55.9,44.1,85.7,14.3,65.6,34.4,'21-22
17,18,LA Clippers,82,42,40,48.2,60.9,39.1,50.3,10.3,35.3,10.9,14.3,14.2,40.1,50.3,49.7,80.5,19.5,59.9,40.1,'21-22
18,19,New York Knicks,82,37,45,48.2,57.2,42.8,46.0,6.9,37.2,10.0,16.9,14.7,39.0,46.5,53.5,79.5,20.5,58.1,41.9,'21-22
19,20,New Orleans Pelicans,82,36,46,48.2,63.5,36.5,54.0,9.8,29.2,13.1,16.7,15.2,44.3,53.1,46.9,87.3,12.7,62.1,37.9,'21-22
20,21,Washington Wizards,82,35,47,48.4,64.4,35.6,55.4,10.2,29.0,9.0,15.6,12.9,45.2,53.2,46.8,86.0,14.0,61.7,38.3,'21-22
21,22,San Antonio Spurs,82,34,48,48.3,65.5,34.5,56.5,9.4,29.9,12.0,13.6,14.6,47.1,55.1,44.9,91.2,8.8,64.6,35.4,'21-22
22,23,Los Angeles Lakers,82,33,49,48.7,61.2,38.8,52.9,9.0,32.0,13.2,15.0,14.4,43.9,47.6,52.4,82.5,17.5,57.6,42.4,'21-22
23,24,Sacramento Kings,82,30,52,48.3,62.3,37.7,52.7,8.3,31.1,10.6,16.2,14.7,44.4,49.8,50.2,80.7,19.3,58.5,41.5,'21-22
24,25,Portland Trail Blazers,82,27,55,48.1,57.8,42.2,48.6,7.4,35.9,11.7,15.5,15.6,41.3,50.0,50.0,78.7,21.3,59.5,40.5,'21-22
25,26,Indiana Pacers,82,25,57,48.5,60.5,39.5,52.5,7.9,32.7,11.9,14.7,13.0,44.6,51.0,49.0,86.0,14.0,61.2,38.8,'21-22
26,27,Oklahoma City Thunder,82,24,58,48.3,58.1,41.9,50.6,5.4,35.0,10.3,14.5,14.4,45.2,46.6,53.4,82.8,17.2,58.0,42.0,'21-22
27,28,Detroit Pistons,82,23,59,48.2,60.9,39.1,51.3,7.8,32.3,10.0,16.4,16.2,43.5,49.8,50.2,89.3,10.7,61.5,38.5,'21-22
28,29,Orlando Magic,82,22,60,48.2,58.3,41.7,50.1,6.5,35.1,10.4,14.9,13.6,43.6,49.9,50.1,88.0,12.0,62.0,38.0,'21-22
29,30,Houston Rockets,82,20,62,48.2,55.2,44.8,47.2,2.7,36.8,11.1,15.9,14.7,44.5,50.2,49.8,78.4,21.6,59.8,40.2,'21-22
0,1,Boston Celtics,39,27,12,48.5,52.3,47.7,44.6,5.9,39.4,12.4,16.0,14.6,38.7,51.1,48.9,84.4,15.6,63.4,36.6,'22-23
1,2,Brooklyn Nets,39,26,13,48.1,63.1,36.9,53.8,13.6,31.8,14.3,14.4,14.6,40.2,53.9,46.1,80.6,19.4,61.4,38.6,'22-23
2,2,Denver Nuggets,39,26,13,48.3,64.8,35.2,54.1,7.2,31.2,14.0,14.7,13.5,47.0,59.7,40.3,80.8,19.2,65.6,34.4,'22-23
3,4,Cleveland Cavaliers,40,25,15,48.9,62.3,37.7,51.9,6.2,31.3,10.7,16.9,16.1,45.6,53.8,46.2,68.6,31.4,58.1,41.9,'22-23
4,4,Memphis Grizzlies,38,25,13,48.3,64.1,35.9,55.2,4.4,29.3,15.4,15.6,14.9,50.8,49.4,50.6,82.8,17.2,58.1,41.9,'22-23
5,4,Milwaukee Bucks,39,25,14,48.5,57.5,42.5,49.4,8.8,34.9,11.6,15.7,12.3,40.6,47.9,52.1,84.9,15.1,59.7,40.3,'22-23
6,7,New Orleans Pelicans,39,24,15,48.8,65.2,34.8,53.1,6.4,29.3,12.5,17.6,16.5,46.7,51.5,48.5,88.1,11.9,61.4,38.6,'22-23
7,8,Philadelphia 76ers,38,23,15,48.7,60.4,39.6,48.6,7.9,34.2,12.3,17.2,17.0,40.7,50.6,49.4,84.0,16.0,61.2,38.8,'22-23
8,9,Dallas Mavericks,39,22,17,48.6,50.6,49.4,43.6,6.0,39.4,9.0,17.0,15.8,37.6,43.1,56.9,76.8,23.2,55.8,44.2,'22-23
9,9,Indiana Pacers,40,22,18,48.1,56.4,43.6,46.6,5.2,37.4,16.4,16.1,15.7,41.4,56.7,43.3,80.4,19.6,65.0,35.0,'22-23
10,9,New York Knicks,40,22,18,48.6,61.1,38.9,51.3,5.4,31.4,10.9,17.3,14.3,45.9,44.9,55.1,83.3,16.7,56.0,44.0,'22-23
11,12,LA Clippers,41,21,20,48.2,60.4,39.6,49.3,10.2,34.2,11.5,16.5,14.6,39.1,45.7,54.3,84.9,15.1,58.1,41.9,'22-23
12,12,Miami Heat,40,21,19,48.4,57.9,42.1,49.4,7.1,34.0,10.3,16.6,17.5,42.3,52.0,48.0,79.4,20.6,60.6,39.4,'22-23
13,14,Golden State Warriors,39,20,19,48.4,52.3,47.7,45.4,7.7,41.1,12.3,13.5,14.7,37.7,61.0,39.0,81.8,18.2,68.9,31.1,'22-23
14,14,Phoenix Suns,40,20,20,48.4,62.2,37.8,51.2,11.1,34.3,9.1,14.5,16.1,40.2,54.9,45.1,83.0,17.0,63.5,36.5,'22-23
15,14,Sacramento Kings,37,20,17,48.1,58.0,42.0,50.2,6.2,33.3,13.2,16.5,14.3,44.0,51.3,48.7,87.8,12.2,62.5,37.5,'22-23
16,14,Utah Jazz,41,20,21,48.4,55.2,44.8,46.8,4.8,37.5,9.6,15.6,15.3,42.0,49.2,50.8,84.7,15.3,61.6,38.4,'22-23
17,18,Minnesota Timberwolves,40,19,21,48.1,62.5,37.5,54.6,6.9,29.0,12.5,16.4,15.8,47.7,53.9,46.1,77.3,22.7,60.0,40.0,'22-23
18,18,Portland Trail Blazers,38,19,19,48.3,60.5,39.5,49.1,7.0,33.8,12.8,17.1,15.4,42.1,52.0,48.0,78.8,21.2,60.5,39.5,'22-23
19,20,Atlanta Hawks,39,18,21,48.6,66.5,33.5,57.5,12.1,26.8,11.6,15.7,15.7,45.4,49.4,50.6,74.4,25.6,55.3,44.7,'22-23
20,20,Chicago Bulls,39,18,21,48.6,67.2,32.8,55.7,14.2,28.1,12.3,16.2,15.8,41.5,46.5,53.5,90.2,9.8,57.5,42.5,'22-23
21,20,Los Angeles Lakers,39,18,21,48.4,65.3,34.7,55.8,7.4,27.0,14.5,17.1,11.8,48.4,49.6,50.4,85.3,14.7,58.4,41.6,'22-23
22,23,Oklahoma City Thunder,39,17,22,48.8,63.6,36.4,53.2,5.6,31.1,11.7,15.7,17.4,47.6,43.7,56.3,88.1,11.9,56.1,43.9,'22-23
23,23,Washington Wizards,40,17,23,48.3,63.9,36.1,55.4,8.9,28.7,11.4,15.9,13.9,46.5,50.1,49.9,87.4,12.6,59.7,40.3,'22-23
24,25,Toronto Raptors,39,16,23,48.4,64.1,35.9,53.7,7.7,28.4,16.3,17.9,19.4,46.0,46.7,53.3,83.2,16.8,56.2,43.8,'22-23
25,26,Orlando Magic,39,14,25,48.3,63.5,36.5,52.9,9.0,28.9,10.8,18.3,14.8,43.8,45.6,54.4,83.8,16.2,55.8,44.2,'22-23
26,27,San Antonio Spurs,39,13,26,48.1,64.7,35.3,56.4,7.9,29.6,13.0,14.0,15.1,48.5,52.4,47.6,94.4,5.6,63.3,36.7,'22-23
27,28,Charlotte Hornets,40,11,29,48.8,64.0,36.0,55.1,6.7,29.3,13.0,15.6,17.1,48.4,51.8,48.2,83.8,16.2,60.2,39.8,'22-23
28,28,Detroit Pistons,42,11,31,48.4,62.5,37.5,49.8,8.9,31.4,9.8,18.8,14.7,40.9,44.5,55.5,84.9,15.1,56.4,43.6,'22-23
29,30,Houston Rockets,39,10,29,48.3,60.0,40.0,50.1,4.4,31.9,10.2,18.0,14.5,45.7,46.6,53.4,76.4,23.6,55.5,44.5,'22-23
