,#,player,team,age,gp,w,l,min,offrtg,defrtg,netrtg,ast%,ast/to,ast ratio,oreb%,dreb%,reb%,to ratio,efg%,ts%,usg%,pace,pie,poss,season
8337,95,Courtney Lee,NYK,32,76,27,49,30.4,105.3,110.8,-5.5,11.3,2.14,16.9,1.3,8.2,4.8,7.9,52.9,56.4,16.5,98.02,8.5,4718,'17-18
8338,95,Fred VanVleet,TOR,24,76,55,21,20.0,112.2,101.1,11.1,23.1,3.28,26.9,1.6,10.2,6.0,8.2,52.5,55.6,18.8,97.76,11.1,3100,'17-18
8339,95,John Henson,MIL,27,76,39,37,25.9,111.2,106.3,4.9,8.3,1.36,14.8,8.3,18.5,13.6,10.9,57.3,58.2,14.9,97.18,9.7,3974,'17-18
8340,95,Kelly Olynyk,MIA,27,76,42,34,23.4,110.0,104.6,5.3,18.0,1.41,19.4,5.2,20.0,12.6,13.8,58.0,61.2,21.3,96.50,12.2,3596,'17-18
8341,95,Mike Scott,WAS,29,76,39,37,18.5,105.6,107.6,-2.0,9.3,1.01,11.2,3.6,14.1,8.8,11.1,59.0,59.9,19.4,99.15,9.6,2894,'17-18
8342,95,Montrezl Harrell,LAC,24,76,39,37,17.0,109.1,107.0,2.1,9.3,1.09,9.5,8.1,14.6,11.5,8.7,63.6,64.7,22.7,102.39,14.4,2756,'17-18
8343,95,Serge Ibaka,TOR,28,76,53,23,27.5,112.8,106.1,6.8,4.4,0.69,6.3,3.7,18.3,11.2,9.1,55.2,57.4,18.9,99.68,9.8,4353,'17-18
8344,95,Steven Adams,OKC,24,76,43,33,32.7,112.1,105.7,6.4,5.1,0.69,8.3,14.2,12.3,13.3,12.1,62.9,63.0,16.0,98.84,10.9,5119,'17-18
8345,95,T.J. McConnell,PHI,26,76,50,26,22.5,103.0,104.4,-1.4,25.8,2.71,35.5,2.1,10.0,6.2,13.1,53.1,54.5,13.4,102.41,9.9,3631,'17-18
8346,104,Alex Abrines,OKC,24,75,42,33,15.1,107.7,106.5,1.2,3.6,1.12,7.7,2.1,7.9,4.9,6.9,54.0,56.7,12.6,97.91,4.8,2320,'17-18
8347,104,Allen Crabbe,BKN,26,75,25,50,29.3,106.9,108.8,-1.9,8.2,1.50,11.0,1.2,13.0,7.0,7.3,52.9,55.8,18.3,100.98,8.4,4627,'17-18
8348,104,Anthony Davis,NOP,25,75,45,30,36.4,109.2,104.3,5.0,10.4,1.07,8.5,7.0,21.3,14.6,7.9,55.2,61.2,29.1,102.71,18.8,5838,'17-18
8349,104,D.J. Augustin,ORL,30,75,23,52,23.5,102.5,106.3,-3.8,25.1,2.33,27.9,1.6,7.2,4.4,11.9,55.7,61.5,18.2,99.57,10.7,3656,'17-18
8350,104,Giannis Antetokounmpo,MIL,23,75,39,36,36.7,109.4,106.5,2.8,23.7,1.62,15.9,6.0,21.8,14.1,9.8,54.5,59.8,30.7,97.61,18.6,5600,'17-18
8351,104,Goran Dragic,MIA,32,75,39,36,31.7,106.2,106.0,0.2,24.5,2.16,20.9,2.3,10.5,6.4,9.7,50.2,54.3,25.0,97.49,11.5,4834,'17-18
8352,104,LaMarcus Aldridge,SAS,32,75,45,30,33.4,108.7,103.3,5.4,11.1,1.37,8.6,9.8,15.6,12.7,6.3,52.0,57.0,28.8,94.67,15.9,4955,'17-18
8353,104,Mario Hezonja,ORL,23,75,21,54,22.1,103.6,109.6,-6.0,10.1,1.23,12.4,2.4,14.4,8.4,10.1,51.5,54.4,19.7,98.69,9.4,3407,'17-18
8354,104,Nikola Jokic,DEN,23,75,43,32,32.6,114.0,107.8,6.2,28.6,2.18,25.3,8.1,25.4,16.8,11.6,55.4,60.3,23.8,97.52,16.9,4983,'17-18
8355,104,Tony Snell,MIL,26,75,42,33,27.4,109.4,110.3,-0.9,6.4,2.72,16.9,0.5,6.6,3.6,6.2,56.2,57.8,10.5,97.90,5.1,4180,'17-18
8356,104,Victor Oladipo,IND,26,75,48,27,34.0,109.9,104.0,5.9,20.9,1.47,15.8,1.9,13.2,7.7,10.7,53.7,57.7,29.5,98.04,14.8,5225,'17-18
8357,115,Amir Johnson,PHI,31,74,47,27,15.8,102.5,101.0,1.5,13.7,2.15,25.0,10.2,16.9,13.6,11.7,55.8,57.5,12.5,103.67,8.8,2513,'17-18
8358,115,Brook Lopez,LAL,30,74,34,40,23.4,106.2,108.6,-2.3,11.3,1.29,11.7,4.1,12.0,8.1,9.1,53.6,55.7,23.0,102.03,9.2,3692,'17-18
8359,115,Clint Capela,HOU,24,74,62,12,27.5,114.2,104.9,9.3,5.5,0.66,7.1,11.9,27.8,19.8,10.8,65.2,65.0,19.0,98.05,15.5,4151,'17-18
8360,115,Domantas Sabonis,IND,22,74,45,29,24.5,107.2,105.8,1.4,12.7,1.10,14.4,9.3,22.7,16.0,13.1,52.4,56.7,21.4,97.76,12.1,3678,'17-18
8361,115,Eric Bledsoe,MIL,28,74,40,34,31.4,110.7,107.9,2.7,24.6,1.71,21.6,2.3,10.0,6.3,12.6,53.6,58.2,25.4,98.57,12.5,4763,'17-18
8362,115,Ian Clark,NOP,27,74,43,31,19.7,107.1,106.0,1.0,10.7,1.93,16.1,0.7,7.4,4.3,8.4,51.1,52.9,16.8,102.08,6.2,3090,'17-18
8363,115,Jerian Grant,CHI,25,74,24,50,22.8,102.0,109.1,-7.1,31.4,3.84,33.9,1.7,8.4,4.9,8.8,47.6,52.8,17.2,98.24,9.5,3448,'17-18
8364,115,John Collins,ATL,20,74,21,53,24.1,101.0,107.3,-6.2,9.0,0.93,11.9,9.4,20.1,14.7,12.7,59.1,62.0,17.4,99.88,11.9,3719,'17-18
8365,115,Jonas Jerebko,UTA,31,74,45,29,15.3,105.9,104.2,1.7,5.7,1.56,9.7,4.8,17.5,11.2,6.2,56.2,58.6,15.1,97.65,9.1,2314,'17-18
8366,115,Kentavious Caldwell-Pope,LAL,25,74,31,43,33.2,106.5,107.4,-0.9,9.3,1.67,14.3,2.3,12.7,7.5,8.6,52.6,56.1,16.5,101.40,9.2,5190,'17-18
8367,115,Kyle Anderson,SAS,24,74,41,33,26.7,105.3,102.0,3.3,14.6,2.15,25.3,4.3,15.8,10.0,11.8,54.9,58.2,13.3,96.75,11.1,3991,'17-18
8368,115,Mason Plumlee,DEN,28,74,40,34,19.5,107.5,108.2,-0.7,14.5,1.39,20.6,9.2,18.2,13.8,14.8,60.1,58.6,16.1,99.99,9.8,2984,'17-18
8369,115,Michael Beasley,NYK,29,74,24,50,22.3,106.6,110.6,-4.0,12.2,0.86,10.8,5.7,19.1,12.3,12.6,52.8,55.6,26.1,98.96,12.2,3409,'17-18
8370,115,Michael Kidd-Gilchrist,CHA,24,74,34,40,25.0,109.0,107.2,1.8,5.7,1.34,9.3,4.4,11.5,7.9,7.0,50.4,53.6,15.9,99.95,7.4,3844,'17-18
8371,115,O.G. Anunoby,TOR,20,74,51,23,20.0,113.0,103.0,10.0,4.9,1.22,11.7,3.0,9.0,6.1,9.5,57.7,58.7,12.1,99.62,5.6,3068,'17-18
8372,115,Shabazz Napier,POR,26,74,46,28,20.7,106.0,103.6,2.4,14.9,1.67,18.1,1.7,9.0,5.4,10.8,49.7,54.4,19.2,97.30,9.9,3117,'17-18
8373,115,Thon Maker,MIL,21,74,40,34,16.7,105.8,110.8,-5.0,5.5,1.05,10.3,6.4,13.0,9.7,9.8,46.0,49.9,14.7,97.25,5.0,2491,'17-18
8374,115,Wesley Johnson,LAC,30,74,38,36,20.1,105.2,106.5,-1.4,5.6,1.11,12.0,1.9,12.2,7.1,10.8,48.9,51.2,12.6,102.21,5.8,3156,'17-18
8375,115,Wilson Chandler,DEN,31,74,41,33,31.7,110.5,109.1,1.4,9.4,1.73,17.1,4.4,12.7,8.5,9.9,51.5,54.2,14.2,98.10,7.1,4790,'17-18
8376,134,Bobby Portis,CHI,23,73,25,48,22.5,107.4,109.5,-2.1,12.6,1.19,11.2,8.9,20.7,14.5,9.4,52.0,54.8,25.0,100.32,13.3,3428,'17-18
8377,134,Damian Lillard,POR,27,73,44,29,36.6,110.7,104.5,6.1,30.1,2.33,20.8,2.2,9.4,5.8,8.9,51.9,59.4,29.5,98.61,16.5,5489,'17-18
8378,134,Dante Cunningham,BKN,31,73,34,39,21.4,106.2,107.3,-1.1,4.2,1.45,10.3,4.9,13.3,9.2,7.1,53.0,53.9,11.4,102.12,6.5,3303,'17-18
8379,134,David West,GSW,37,73,52,21,13.7,103.6,101.7,1.9,22.0,1.73,21.9,7.2,16.3,12.2,12.7,57.5,60.0,22.3,96.63,14.5,2009,'17-18
8380,134,De'Aaron Fox,SAC,20,73,24,49,27.7,101.6,111.8,-10.2,24.0,1.85,23.3,1.6,8.7,5.0,12.6,44.1,47.8,22.7,98.06,7.4,4142,'17-18
8381,134,DeMarre Carroll,BKN,31,73,25,48,29.9,106.5,107.8,-1.2,10.6,1.43,12.9,4.5,16.5,10.4,9.0,50.6,55.0,19.4,99.88,10.1,4532,'17-18
8382,134,James Johnson,MIA,31,73,37,36,26.6,105.9,105.8,0.1,22.0,1.99,25.4,3.2,14.8,9.1,12.8,55.0,57.5,18.5,97.74,11.2,3956,'17-18
8383,134,Jarell Martin,MEM,24,73,21,52,22.7,100.6,108.1,-7.6,7.3,0.85,10.3,5.7,13.9,9.6,12.1,48.0,51.6,16.8,97.16,6.6,3357,'17-18
8384,134,Klay Thompson,GSW,28,73,55,18,34.3,112.6,105.6,7.1,10.8,1.45,12.1,1.4,8.9,5.5,8.3,58.6,59.9,23.2,101.38,10.3,5300,'17-18
8385,134,Kyle Korver,CLE,37,73,43,30,21.6,112.3,104.5,7.8,7.9,1.60,13.6,0.6,9.3,5.2,8.5,62.8,65.2,15.4,100.80,8.3,3313,'17-18
8386,134,Lance Thomas,NYK,30,73,25,48,18.5,101.4,107.3,-5.9,4.4,1.07,11.7,3.3,9.8,6.5,10.9,47.6,51.3,10.6,98.37,3.7,2765,'17-18
8387,134,Luke Kennard,DET,22,73,34,39,20.0,107.1,103.2,3.9,12.7,1.80,18.0,1.4,10.4,5.9,10.0,53.0,56.0,16.9,97.18,8.6,2964,'17-18
8388,134,Marc Gasol,MEM,33,73,21,52,33.0,102.7,109.7,-6.9,22.5,1.57,18.3,3.3,22.5,12.7,11.6,47.3,53.2,25.5,95.03,14.0,4776,'17-18
8389,134,Markieff Morris,WAS,28,73,37,36,27.0,108.4,107.7,0.7,10.7,1.12,14.0,4.0,17.3,10.7,12.6,53.6,56.6,19.4,97.12,9.2,3981,'17-18
8390,134,Sam Dekker,LAC,24,73,36,37,12.1,106.6,102.5,4.2,5.9,1.15,10.7,5.0,13.6,9.5,9.3,51.4,53.4,14.8,103.18,7.9,1889,'17-18
8391,134,Semi Ojeleye,BOS,23,73,50,23,15.8,97.1,103.6,-6.5,2.6,0.80,8.0,3.1,10.6,6.8,10.0,45.2,47.3,8.8,98.38,3.2,2343,'17-18
8392,134,Sindarius Thornwell,LAC,23,73,36,37,15.8,103.0,105.4,-2.4,8.1,1.28,17.3,2.8,8.6,5.8,13.5,47.9,51.9,11.8,101.64,4.5,2427,'17-18
8393,134,Tomas Satoransky,WAS,26,73,39,34,22.5,107.1,105.6,1.5,24.6,3.45,35.9,4.5,9.9,7.2,10.4,58.5,61.5,13.4,97.98,10.6,3367,'17-18
8394,134,Trey Lyles,DEN,22,73,41,32,19.1,108.2,108.4,-0.2,10.5,1.49,11.9,3.9,21.5,12.5,8.0,56.6,59.1,20.5,98.97,12.8,2873,'17-18
8395,134,Willie Cauley-Stein,SAC,24,73,23,50,28.0,101.8,109.6,-7.8,13.5,1.58,14.8,6.4,19.7,12.8,9.4,50.4,52.9,21.5,96.65,11.5,4114,'17-18
8396,154,Al Horford,BOS,32,72,47,25,31.6,108.9,101.6,7.3,22.5,2.57,26.6,4.7,17.8,11.5,10.3,55.3,57.5,18.3,97.23,13.4,4617,'17-18
8397,154,Corey Brewer,OKC,32,72,32,40,16.8,105.8,108.1,-2.3,7.3,1.33,13.8,3.3,8.9,6.0,10.4,49.8,53.4,13.6,103.74,5.9,2614,'17-18
8398,154,James Ennis III,DET,27,72,25,47,22.3,102.3,107.9,-5.6,6.9,1.27,12.6,4.5,9.6,7.0,10.0,54.0,58.8,13.4,96.97,7.3,3240,'17-18
8399,154,James Harden,HOU,28,72,59,13,35.4,116.2,106.2,10.0,44.9,2.00,23.4,1.7,13.7,7.8,11.7,54.1,61.9,35.3,98.29,19.4,5223,'17-18
8400,154,Jarrett Allen,BKN,20,72,25,47,20.0,104.1,108.2,-4.1,5.5,0.60,8.2,9.6,15.7,12.7,13.8,59.6,63.6,16.2,100.01,10.8,2993,'17-18
8401,154,Justin Holiday,CHI,29,72,24,48,31.5,104.2,108.2,-4.0,9.7,1.65,14.0,1.3,11.4,6.2,8.5,47.4,51.3,17.7,100.42,6.9,4742,'17-18
8402,154,Marquese Chriss,PHX,20,72,19,53,21.2,100.8,109.2,-8.4,8.1,0.78,11.2,4.6,20.0,12.1,14.5,48.2,50.9,17.6,102.86,7.5,3261,'17-18
8403,154,Maxi Kleber,DAL,26,72,20,52,16.8,101.8,105.3,-3.6,6.6,1.70,12.3,5.5,13.7,9.5,7.2,55.3,57.6,13.5,97.78,8.0,2436,'17-18
8404,154,Tyler Johnson,MIA,26,72,39,33,28.5,105.5,104.5,1.0,12.3,2.04,16.3,1.6,10.5,6.0,8.0,51.8,54.9,18.0,97.65,8.7,4177,'17-18
8405,163,Caris LeVert,BKN,23,71,25,46,26.2,101.8,108.2,-6.4,26.5,1.95,23.7,2.6,10.4,6.5,12.1,49.3,52.5,21.6,102.25,9.9,3965,'17-18
8406,163,Devin Harris,DEN,35,71,33,38,18.9,109.4,105.3,4.1,16.5,2.00,20.2,0.9,8.5,4.7,10.1,49.9,56.3,19.4,100.08,7.6,2788,'17-18
8407,163,Enes Freedom,NYK,26,71,27,44,25.8,106.6,111.5,-4.9,9.1,0.86,10.3,14.6,27.9,21.2,12.0,59.2,63.0,21.2,97.96,16.1,3733,'17-18
8408,163,Kosta Koufos,SAC,29,71,22,49,19.6,98.8,106.8,-8.0,10.0,1.78,15.6,10.0,23.6,16.5,8.8,57.1,56.6,15.0,95.86,12.4,2777,'17-18
8409,163,Shaun Livingston,GSW,32,71,49,22,15.9,108.1,102.2,5.8,16.9,2.41,24.8,3.3,8.0,5.9,10.3,50.1,53.3,16.5,100.22,7.5,2346,'17-18
8410,163,Tyler Ulis,PHX,22,71,20,51,23.4,101.4,110.0,-8.6,28.2,2.45,30.0,1.4,6.1,3.7,12.3,42.6,46.5,18.4,100.85,7.3,3477,'17-18
8411,169,CJ Miles,TOR,31,70,50,20,19.1,109.8,101.8,8.0,6.1,1.41,7.6,1.3,9.7,5.5,5.4,51.6,54.5,21.4,99.99,7.7,2807,'17-18
8412,169,Danny Green,SAS,31,70,40,30,25.6,105.1,102.7,2.4,8.9,1.49,14.2,2.2,11.5,6.8,9.6,49.0,50.9,16.3,95.83,7.3,3577,'17-18
8413,169,David Nwaba,CHI,25,70,26,44,23.5,103.9,109.7,-5.8,9.4,1.35,14.9,5.0,14.2,9.5,11.1,49.9,54.2,15.3,99.65,7.5,3398,'17-18
8414,169,Draymond Green,GSW,28,70,48,22,32.7,111.9,105.2,6.7,28.6,2.51,36.1,3.6,18.3,11.7,14.4,51.6,55.6,16.8,102.64,11.7,4882,'17-18
8415,169,JJ Redick,PHI,34,70,45,25,30.2,109.4,102.4,7.0,14.9,2.04,16.6,0.4,7.1,4.0,8.1,56.9,61.4,20.6,103.62,10.8,4563,'17-18
8416,169,Jaylen Brown,BOS,21,70,47,23,30.7,109.0,101.3,7.7,8.1,0.92,10.0,3.0,12.4,7.8,10.9,54.0,56.2,20.8,97.62,8.9,4378,'17-18
8417,169,Jeff Teague,MIN,30,70,41,29,33.0,112.7,110.0,2.7,29.8,2.78,31.4,1.1,8.1,4.6,11.3,49.9,55.3,20.1,98.11,10.5,4729,'17-18
8418,169,Norman Powell,TOR,25,70,51,19,15.2,104.8,106.7,-1.9,12.2,1.35,16.4,1.3,10.0,5.6,12.1,47.2,49.2,18.5,99.41,5.6,2210,'17-18
8419,169,Quincy Acy,BKN,27,70,26,44,19.4,104.8,106.7,-1.9,6.1,0.95,11.2,2.8,15.3,9.1,11.7,49.6,52.5,14.3,100.89,5.8,2856,'17-18
8420,178,Al-Farouq Aminu,POR,27,69,40,29,30.0,109.6,104.4,5.2,5.6,1.06,10.8,4.5,19.8,12.1,10.1,50.3,52.2,14.5,98.47,9.0,4250,'17-18
8421,178,Alex Len,PHX,25,69,20,49,20.2,101.8,110.4,-8.6,9.3,1.05,12.8,11.6,22.8,17.2,12.2,56.7,61.2,16.4,103.10,12.9,2997,'17-18
8422,178,Bam Adebayo,MIA,20,69,34,35,19.8,101.9,102.6,-0.6,11.5,1.53,17.2,8.6,19.4,14.0,11.3,51.2,57.0,15.7,96.29,11.1,2738,'17-18
8423,178,Darren Collison,IND,30,69,39,30,29.3,110.0,107.5,2.6,25.7,4.28,32.0,1.9,7.2,4.6,7.5,57.1,61.0,17.0,97.97,11.4,4130,'17-18
8424,178,Delon Wright,TOR,26,69,49,20,20.8,110.0,102.7,7.3,20.2,2.56,26.4,3.1,10.7,6.9,10.3,53.0,57.4,16.9,97.96,11.6,2934,'17-18
8425,178,Dennis Smith Jr.,DAL,20,69,22,47,29.7,102.4,110.1,-7.6,30.1,1.85,21.6,2.3,10.6,6.3,11.7,44.6,47.3,28.0,98.16,8.7,4188,'17-18
8426,178,Eric Gordon,HOU,29,69,55,14,31.2,116.4,103.5,13.0,11.3,1.18,11.4,1.1,6.5,3.9,9.6,54.0,57.8,23.8,99.89,9.0,4485,'17-18
8427,178,Ersan Ilyasova,PHI,31,69,36,33,25.1,107.0,106.1,0.9,7.8,1.25,10.8,6.7,16.1,11.4,8.6,52.6,55.8,18.3,100.17,9.9,3605,'17-18
8428,178,J.J. Barea,DAL,34,69,23,46,23.2,107.5,106.8,0.7,42.6,3.03,33.1,0.9,12.0,6.4,10.9,52.2,54.5,24.3,97.92,13.3,3268,'17-18
8429,178,Jonathon Simmons,ORL,28,69,21,48,29.4,104.6,111.4,-6.9,13.1,1.17,14.5,3.0,8.7,5.9,12.4,51.1,55.5,21.5,99.75,7.7,4214,'17-18
8430,178,Josh Huestis,OKC,26,69,43,26,14.2,109.2,103.2,6.0,2.7,0.77,8.5,4.2,11.7,8.0,11.0,42.0,41.7,9.5,96.83,3.2,1976,'17-18
8431,178,Royce O'Neale,UTA,25,69,43,26,16.7,106.3,97.6,8.7,12.2,1.73,20.3,2.2,17.5,10.1,11.8,49.6,54.0,14.0,98.08,9.2,2344,'17-18
8432,178,Shelvin Mack,ORL,28,69,21,48,19.8,103.1,105.7,-2.7,30.8,3.06,33.2,1.6,10.2,5.9,10.9,48.8,51.8,17.5,97.72,10.3,2776,'17-18
8433,178,Stanley Johnson,DET,22,69,33,36,27.4,104.6,105.2,-0.6,8.6,1.45,13.7,1.7,11.5,6.5,9.4,43.5,48.0,16.1,97.81,5.9,3848,'17-18
8434,178,Zaza Pachulia,GSW,34,69,47,22,14.1,116.5,107.1,9.4,14.1,1.51,22.5,10.0,22.3,16.7,14.8,56.4,61.2,16.5,101.95,10.6,2065,'17-18
8435,193,Justin Jackson,SAC,23,68,21,47,22.2,101.2,108.8,-7.6,7.1,1.85,13.6,1.8,10.9,6.2,7.3,51.0,52.1,13.9,97.42,6.4,3054,'17-18
8436,193,Justise Winslow,MIA,22,68,33,35,24.7,103.8,102.9,1.0,13.4,1.92,19.6,3.7,17.8,10.7,10.2,47.4,49.6,15.8,97.72,9.2,3417,'17-18
8437,193,Kevin Durant,GSW,29,68,49,19,34.2,115.9,108.9,7.0,24.3,1.77,18.7,1.5,16.9,9.9,10.6,58.6,64.0,29.3,102.24,16.8,4954,'17-18
8438,193,Lauri Markkanen,CHI,21,68,23,45,29.7,101.5,110.5,-9.0,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.5,99.49,11.4,4183,'17-18
8439,193,Rondae Hollis-Jefferson,BKN,23,68,26,42,28.2,105.9,109.6,-3.7,14.3,1.38,14.6,5.0,17.5,11.3,10.6,48.1,54.8,21.7,101.18,11.9,4033,'17-18
8440,193,Trevor Booker,IND,30,68,36,32,17.0,105.0,105.7,-0.7,10.6,1.39,15.6,9.7,17.2,13.4,11.3,52.8,55.7,15.9,101.57,10.0,2448,'17-18
8441,199,Dennis Schroder,ATL,24,67,21,46,31.0,105.2,111.8,-6.7,35.2,2.28,22.5,2.1,8.1,5.0,9.9,46.9,51.5,29.9,98.94,11.6,4287,'17-18
8442,199,Dwyane Wade,MIA,36,67,37,30,22.9,106.4,105.1,1.3,24.5,1.63,20.1,3.2,12.4,7.9,12.4,46.2,50.0,25.1,100.71,10.4,3215,'17-18
8443,199,Eric Moreland,DET,26,67,32,35,12.0,100.3,99.3,1.1,14.1,1.90,30.8,9.6,24.3,16.8,16.2,54.1,53.1,9.7,96.25,10.3,1608,'17-18
8444,199,Gary Harris,DEN,23,67,37,30,34.4,111.7,108.2,3.5,12.8,1.63,15.0,1.6,6.1,3.9,9.2,57.0,59.7,20.4,98.41,9.8,4729,'17-18
8445,199,George Hill,CLE,32,67,28,39,27.0,108.5,111.8,-3.3,14.5,2.11,22.0,2.3,8.1,5.1,10.4,54.3,58.0,16.1,96.27,7.9,3633,'17-18
8446,199,Isaiah Taylor,ATL,23,67,18,49,17.4,103.2,103.9,-0.8,27.2,2.45,27.7,1.8,5.8,3.9,11.3,44.4,49.2,19.5,101.80,6.9,2467,'17-18
8447,199,Nemanja Bjelica,MIN,30,67,38,29,20.5,107.8,107.8,0.0,8.8,1.65,16.2,3.9,16.4,10.1,9.8,56.3,58.1,13.9,99.42,8.2,2843,'17-18
8448,199,Trevor Ariza,HOU,33,67,51,16,33.9,113.9,105.6,8.3,6.6,2.02,12.5,1.4,11.6,6.5,6.2,54.2,56.7,14.1,99.00,7.7,4674,'17-18
8449,207,Kevon Looney,GSW,22,66,45,21,13.8,110.7,104.6,6.1,6.2,1.35,14.0,9.4,13.5,11.6,10.3,58.3,58.8,12.1,100.71,7.9,1912,'17-18
8450,207,Larry Nance Jr.,CLE,25,66,32,34,21.5,104.9,103.9,1.0,8.5,1.61,13.5,10.7,19.9,15.2,8.4,58.4,60.5,15.5,101.03,12.8,2984,'17-18
8451,207,Mario Chalmers,MEM,32,66,21,45,21.5,102.3,104.8,-2.5,21.4,1.68,24.1,0.9,10.4,5.5,14.3,43.9,50.3,18.6,99.62,7.2,2956,'17-18
8452,207,Ryan Anderson,HOU,30,66,52,14,26.1,113.8,106.9,6.9,5.0,1.43,9.6,5.4,13.9,9.6,6.7,56.8,59.2,14.1,99.50,7.7,3579,'17-18
8453,207,Tyler Zeller,MIL,28,66,27,39,16.8,106.8,106.0,0.8,6.3,1.00,10.2,9.4,16.8,13.1,10.2,57.5,59.8,15.7,100.25,9.6,2318,'17-18
8454,207,Zach Collins,POR,20,66,41,25,15.8,107.6,106.3,1.3,7.0,0.90,12.5,4.4,16.3,10.5,13.9,45.8,47.5,15.3,96.46,5.2,2096,'17-18
8455,213,Garrett Temple,SAC,32,65,23,42,24.8,100.7,108.1,-7.4,11.5,1.57,17.4,1.3,8.4,4.7,11.1,51.2,53.6,16.0,96.56,6.5,3238,'17-18
8456,213,JaVale McGee,GSW,30,65,45,20,9.5,110.5,107.9,2.6,8.0,1.22,11.0,10.1,16.6,13.6,9.0,62.1,64.1,18.3,102.49,11.8,1316,'17-18
8457,213,Kent Bazemore,ATL,28,65,19,46,27.5,104.5,108.9,-4.5,19.9,1.45,19.9,1.4,12.4,6.9,13.7,50.0,54.7,22.1,99.10,9.9,3696,'17-18
8458,213,Manu Ginobili,SAS,40,65,39,26,20.0,107.7,105.6,2.1,19.3,1.55,20.7,1.5,9.3,5.4,13.4,50.3,55.3,20.5,98.67,8.5,2678,'17-18
8459,213,Myles Turner,IND,22,65,39,26,28.2,108.3,105.3,3.0,7.1,0.91,9.5,5.2,17.4,11.4,10.5,52.3,56.7,19.9,97.74,10.0,3739,'17-18
8460,213,Rajon Rondo,NOP,32,65,41,24,26.2,107.5,106.8,0.8,40.6,3.53,44.5,1.8,12.4,7.4,12.6,51.8,52.2,16.4,103.59,11.5,3675,'17-18
8461,213,T.J. Warren,PHX,24,65,18,47,33.0,103.3,112.2,-9.0,6.9,1.00,6.3,5.5,9.3,7.4,6.3,50.7,54.1,24.3,101.69,10.7,4526,'17-18
8462,220,Alec Burks,UTA,26,64,37,27,16.5,104.3,105.3,-1.0,10.4,1.12,11.3,1.9,16.8,9.4,10.1,46.7,52.7,22.1,98.03,10.1,2167,'17-18
8463,220,Andre Iguodala,GSW,34,64,46,18,25.4,109.1,101.3,7.9,16.9,3.13,33.1,3.3,10.9,7.4,10.6,51.4,53.6,11.2,101.15,8.1,3422,'17-18
8464,220,Brandon Paul,SAS,27,64,38,26,9.0,98.8,98.5,0.3,9.6,1.28,17.5,1.1,10.9,6.0,13.7,49.2,50.4,13.1,100.57,5.1,1200,'17-18
8465,220,Emmanuel Mudiay,NYK,22,64,29,35,19.4,102.0,111.5,-9.5,25.4,1.82,22.9,1.9,9.9,5.8,12.6,43.3,47.4,23.1,101.46,8.0,2622,'17-18
8466,220,Nicolas Batum,CHA,29,64,27,37,31.0,109.2,109.6,-0.4,25.5,2.66,29.6,2.8,12.4,7.5,11.1,48.6,52.3,17.8,100.07,10.4,4140,'17-18
8467,220,Robin Lopez,CHI,30,64,23,41,26.4,101.6,107.7,-6.1,11.9,1.16,13.6,7.4,9.3,8.3,11.7,53.3,55.2,20.3,99.00,8.7,3491,'17-18
8468,226,Daniel Theis,BOS,26,63,44,19,14.9,103.1,101.9,1.2,9.9,1.00,14.7,9.2,18.9,14.1,14.7,57.9,61.6,15.0,98.06,10.5,1901,'17-18
8469,226,Ekpe Udoh,UTA,31,63,36,27,12.9,103.6,100.3,3.3,9.3,2.65,24.4,8.6,10.5,9.5,9.2,50.0,56.0,8.9,99.21,7.2,1677,'17-18
8470,226,Elfrid Payton,PHX,24,63,13,50,28.7,103.9,115.6,-11.7,32.8,2.34,30.3,3.3,11.7,7.4,13.0,51.6,53.8,21.1,101.47,10.8,3818,'17-18
8471,226,Joel Embiid,PHI,24,63,41,22,30.4,110.6,98.9,11.7,18.2,0.85,11.7,7.8,25.5,17.3,13.8,51.4,57.3,33.0,101.09,17.7,4034,'17-18
8472,226,Josh Hart,LAL,23,63,27,36,23.2,106.4,108.3,-1.9,7.6,1.70,14.7,2.8,14.3,8.6,8.6,57.3,59.6,13.3,100.37,8.8,3047,'17-18
8473,226,Malik Monk,CHA,20,63,26,37,13.5,100.8,112.6,-11.8,17.8,1.86,15.6,0.8,6.9,3.7,8.4,45.8,47.7,24.1,101.57,6.3,1816,'17-18
8474,226,Treveon Graham,CHA,24,63,28,35,16.7,103.4,108.0,-4.6,8.2,2.19,17.7,3.6,7.9,5.6,8.1,52.5,55.3,11.2,99.36,4.7,2174,'17-18
8475,226,Wesley Matthews,DAL,31,63,20,43,33.8,103.8,111.0,-7.2,12.5,2.07,17.3,1.3,8.5,4.7,8.3,51.6,54.1,17.3,97.12,7.1,4307,'17-18
8476,234,Dewayne Dedmon,ATL,28,62,18,44,24.9,103.2,108.3,-5.1,9.0,1.06,13.2,6.5,24.9,15.8,12.4,57.7,59.9,16.6,99.61,11.9,3203,'17-18
8477,234,Deyonta Davis,MEM,21,62,16,46,15.2,101.0,109.3,-8.3,6.8,1.25,11.0,7.8,18.2,13.0,8.8,60.8,62.1,14.4,99.98,10.8,1965,'17-18
